Label,StopwordRemovedSentence
positive,parsee quite familiar roads paths district declared would gain twenty miles striking directly forest
negative,phileas fogg sir francis cromarty plunged neck peculiar howdahs provided horribly jostled swift trotting elephant spurred skilful parsee endured discomfort true british phlegm talking little scarcely able catch glimpse
positive,passepartout mounted beast back received direct force concussion trod along careful accordance master advice keep tongue teeth would otherwise bitten short
positive,worthy fellow bounced elephant neck rump vaulted like clown spring board yet laughed midst bouncing time time took piece sugar pocket inserted kiouni trunk received without least slackening regular trot
negative,two hours guide stopped elephant gave hour rest kiouni quenching thirst neighbouring spring set devouring branches shrubs round
negative,neither sir francis mr fogg regretted delay descended feeling relief
positive,made iron exclaimed general gazing admiringly kiouni
neutral,forged iron replied passepartout set preparing hasty breakfast
neutral,noon parsee gave signal departure
neutral,country soon presented savage aspect
positive,copses dates dwarf palms succeeded dense forests vast dry plains dotted scanty shrubs sown great blocks syenite
negative,portion bundelcund little frequented travellers inhabited fanatical population hardened horrible practices hindoo faith
positive,english able secure complete dominion territory subjected influence rajahs almost impossible reach inaccessible mountain fastnesses
negative,travellers several times saw bands ferocious indians perceived elephant striding across country made angry threatening motions
negative,parsee avoided much possible
neutral,animals observed route even monkeys hurried path contortions grimaces convulsed passepartout laughter
negative,midst gaiety however one thought troubled worthy servant
neutral,would mr fogg elephant got allahabad
neutral,would carry
neutral,impossible
negative,cost transporting would make ruinously expensive
positive,would sell set free
positive,estimable beast certainly deserved consideration
negative,mr fogg choose make passepartout present kiouni would much embarrassed thoughts cease worrying long time
negative,principal chain vindhias crossed eight evening another halt made northern slope ruined bungalow
neutral,gone nearly twenty five miles day equal distance still separated station allahabad
neutral,night cold
positive,parsee lit fire bungalow dry branches warmth grateful provisions purchased kholby sufficed supper travellers ate ravenously
neutral,conversation beginning disconnected phrases soon gave place loud steady snores
neutral,guide watched kiouni slept standing bolstering trunk large tree
negative,nothing occurred night disturb slumberers although occasional growls panthers chatterings monkeys broke silence formidable beasts made cries hostile demonstration occupants bungalow
positive,sir francis slept heavily like honest soldier overcome fatigue
positive,passepartout wrapped uneasy dreams bouncing day
positive,mr fogg slumbered peacefully serene mansion saville row
positive,journey resumed six morning guide hoped reach allahabad evening
positive,case mr fogg would lose part forty eight hours saved since beginning tour
neutral,kiouni resuming rapid gait soon descended lower spurs vindhias towards noon passed village kallenger cani one branches ganges
positive,guide avoided inhabited places thinking safer keep open country lies along first depressions basin great river
neutral,allahabad twelve miles north east
positive,stopped clump bananas fruit healthy bread succulent cream amply partaken appreciated
neutral,two clock guide entered thick forest extended several miles preferred travel cover woods
neutral,yet unpleasant encounters journey seemed point successfully accomplished elephant becoming restless suddenly stopped
neutral,four clock
positive,matter asked sir francis putting head
negative,know officer replied parsee listening attentively confused murmur came thick branches
positive,murmur soon became distinct seemed like distant concert human voices accompanied brass instruments
neutral,passepartout eyes ears
neutral,mr fogg patiently waited without word
neutral,parsee jumped ground fastened elephant tree plunged thicket
neutral,soon returned saying procession brahmins coming way
positive,must prevent seeing us possible guide unloosed elephant led thicket time asking travellers stir
positive,held ready bestride animal moment notice flight become necessary evidently thought procession faithful would pass without perceiving amid thick foliage wholly concealed
neutral,discordant tones voices instruments drew nearer droning songs mingled sound tambourines cymbals
positive,head procession soon appeared beneath trees hundred paces away strange figures performed religious ceremony easily distinguished branches
neutral,first came priests mitres heads clothed long lace robes
negative,surrounded men women children sang kind lugubrious psalm interrupted regular intervals tambourines cymbals behind drawn car large wheels spokes represented serpents entwined
positive,upon car drawn four richly caparisoned zebus stood hideous statue four arms body coloured dull red haggard eyes dishevelled hair protruding tongue lips tinted betel
neutral,stood upright upon figure prostrate headless giant
negative,sir francis recognising statue whispered goddess kali goddess love death death perhaps muttered back passepartout love ugly old hag
neutral,never parsee made motion keep silence
negative,group old fakirs capering making wild ado round statue striped ochre covered cuts whence blood issued drop drop stupid fanatics great indian ceremonies still throw wheels juggernaut
neutral,brahmins clad sumptuousness oriental apparel leading woman faltered every step followed
positive,woman young fair european
positive,head neck shoulders ears arms hands toes loaded jewels gems bracelets earrings rings tunic bordered gold covered light muslin robe betrayed outline form
negative,guards followed young woman presented violent contrast armed naked sabres hung waists long damascened pistols bearing corpse palanquin
positive,body old man gorgeously arrayed habiliments rajah wearing life turban embroidered pearls robe tissue silk gold scarf cashmere sewed diamonds magnificent weapons hindoo prince
negative,next came musicians rearguard capering fakirs whose cries sometimes drowned noise instruments closed procession
negative,sir francis watched procession sad countenance turning guide said suttee parsee nodded put finger lips
negative,procession slowly wound trees soon last ranks disappeared depths wood
negative,songs gradually died away occasionally cries heard distance last silence
negative,phileas fogg heard sir francis said soon procession disappeared asked suttee suttee returned general human sacrifice voluntary one
negative,woman seen burned morrow dawn day oh scoundrels cried passepartout could repress indignation
negative,corpse asked mr fogg
negative,prince husband said guide independent rajah bundelcund possible resumed phileas fogg voice betraying least emotion barbarous customs still exist india english unable put stop sacrifices occur larger portion india replied sir francis power savage territories especially bundelcund
negative,whole district north vindhias theatre incessant murders pillage poor wretch exclaimed passepartout burned alive yes returned sir francis burned alive
neutral,cannot conceive treatment would obliged submit relatives
negative,would shave hair feed scanty allowance rice treat contempt would looked upon unclean creature would die corner like scurvy dog
positive,prospect frightful existence drives poor creatures sacrifice much love religious fanaticism
positive,sometimes however sacrifice really voluntary requires active interference government prevent
negative,several years ago living bombay young widow asked permission governor burned along husband body may imagine refused
positive,woman left town took refuge independent rajah carried self devoted purpose sir francis speaking guide shook head several times said sacrifice take place morrow dawn voluntary one know everybody knows affair bundelcund wretched creature seem making resistance observed sir francis
positive,intoxicated fumes hemp opium taking pagoda pillaji two miles pass night sacrifice take place morrow first light dawn guide led elephant thicket leaped upon neck
neutral,mr fogg going risk life least liberty therefore success tour
positive,hesitate found sir francis cromarty enthusiastic ally
positive,passepartout ready anything might proposed
positive,master idea charmed perceived heart soul icy exterior
positive,began love phileas fogg
positive,remained guide course would adopt
neutral,would take part indians
neutral,default assistance necessary assured neutrality
neutral,sir francis frankly put question
neutral,officers replied guide parsee woman parsee
positive,command excellent said mr fogg
negative,however resumed guide certain shall risk lives horrible tortures taken foreseen replied mr fogg
neutral,think must wait till night acting think said guide
positive,worthy indian gave account victim said celebrated beauty parsee race daughter wealthy bombay merchant
neutral,received thoroughly english education city manners intelligence would thought european
neutral,name aouda
positive,left orphan married old rajah bundelcund knowing fate awaited escaped retaken devoted rajah relatives interest death sacrifice seemed could escape
positive,parsee narrative confirmed mr fogg companions generous design
neutral,decided guide direct elephant towards pagoda pillaji accordingly approached quickly possible
negative,halted half hour afterwards copse five hundred feet pagoda well concealed could hear groans cries fakirs distinctly
negative,discussed means getting victim
negative,guide familiar pagoda pillaji declared young woman imprisoned
positive,could enter doors whole party indians plunged drunken sleep safer attempt make hole walls
negative,could determined moment place certain abduction must made night break day victim led funeral pyre
positive,human intervention could save
neutral,soon night fell six clock decided make reconnaissance around pagoda
negative,cries fakirs ceasing indians act plunging drunkenness caused liquid opium mingled hemp might possible slip temple
positive,parsee leading others noiselessly crept wood ten minutes found banks small stream whence light rosin torches perceived pyre wood top lay embalmed body rajah burned wife
negative,pagoda whose minarets loomed trees deepening dusk stood hundred steps away
neutral,come whispered guide
negative,slipped cautiously ever brush followed companions silence around broken low murmuring wind among branches
negative,soon parsee stopped borders glade lit torches
negative,ground covered groups indians motionless drunken sleep seemed battlefield strewn dead
neutral,men women children lay together
negative,background among trees pagoda pillaji loomed distinctly
negative,much guide disappointment guards rajah lighted torches watching doors marching fro naked sabres probably priests watching within
positive,parsee convinced impossible force entrance temple advanced farther led companions back
neutral,phileas fogg sir francis cromarty also saw nothing could attempted direction
positive,stopped engaged whispered colloquy
neutral,eight said brigadier guards may also go sleep impossible returned parsee
neutral,lay foot tree waited
neutral,time seemed long guide ever anon left take observation edge wood guards watched steadily glare torches dim light crept windows pagoda
neutral,waited till midnight change took place among guards became apparent yielding sleep could counted
neutral,plan must carried opening walls pagoda must made
negative,remained ascertain whether priests watching side victim assiduously soldiers door
positive,last consultation guide announced ready attempt advanced followed others
neutral,took roundabout way get pagoda rear
positive,reached walls half past twelve without met anyone guard either windows doors
neutral,night dark
negative,moon wane scarcely left horizon covered heavy clouds height trees deepened darkness
positive,enough reach walls opening must accomplished attain purpose party pocket knives
positive,happily temple walls built brick wood could penetrated little difficulty one brick taken rest would yield easily
neutral,set noiselessly work parsee one side passepartout began loosen bricks make aperture two feet wide
negative,getting rapidly suddenly cry heard interior temple followed almost instantly cries replying outside
negative,passepartout guide stopped
neutral,heard
negative,alarm given
neutral,common prudence urged retire followed phileas fogg sir francis
positive,hid wood waited till disturbance whatever might ceased holding ready resume attempt without delay
positive,awkwardly enough guards appeared rear temple installed readiness prevent surprise
negative,would difficult describe disappointment party thus interrupted work
positive,could reach victim could save
negative,sir francis shook fists passepartout beside guide gnashed teeth rage
positive,tranquil fogg waited without betraying emotion
neutral,nothing go away whispered sir francis
neutral,nothing go away echoed guide
negative,stop said fogg
positive,due allahabad tomorrow noon hope asked sir francis
positive,hours daylight chance seems lost may present last moment sir francis would liked read phileas fogg eyes
positive,cool englishman thinking
positive,planning make rush young woman moment sacrifice boldly snatch executioners
negative,would utter folly hard admit fogg fool
negative,sir francis consented however remain end terrible drama
neutral,guide led rear glade able observe sleeping groups
positive,meanwhile passepartout perched lower branches tree resolving idea first struck like flash firmly lodged brain
neutral,commenced saying folly repeated
neutral,chance perhaps one sots thinking thus slipped suppleness serpent lowest branches ends bent almost ground
neutral,hours passed lighter shades announced approach day though yet light
neutral,moment
negative,slumbering multitude became animated tambourines sounded songs cries arose hour sacrifice come
positive,doors pagoda swung open bright light escaped interior midst mr fogg sir francis espied victim
positive,seemed shaken stupor intoxication striving escape executioner
neutral,sir francis heart throbbed convulsively seizing mr fogg hand found open knife
neutral,moment crowd began move
negative,young woman fallen stupor caused fumes hemp passed among fakirs escorted wild religious cries
negative,phileas fogg companions mingling rear ranks crowd followed two minutes reached banks stream stopped fifty paces pyre upon still lay rajah corpse
negative,semi obscurity saw victim quite senseless stretched beside husband body
negative,torch brought wood heavily soaked oil instantly took fire
negative,moment sir francis guide seized phileas fogg instant mad generosity rush upon pyre
neutral,quickly pushed aside whole scene suddenly changed
negative,cry terror arose
negative,whole multitude prostrated terror stricken ground
positive,old rajah dead since rose sudden like spectre took wife arms descended pyre midst clouds smoke heightened ghostly appearance
negative,fakirs soldiers priests seized instant terror lay faces ground daring lift eyes behold prodigy
negative,inanimate victim borne along vigorous arms supported seem least burden
negative,mr fogg sir francis stood erect parsee bowed head passepartout doubt scarcely less stupefied
negative,resuscitated rajah approached sir francis mr fogg abrupt tone said let us passepartout slipped upon pyre midst smoke profiting still overhanging darkness delivered young woman death
positive,passepartout playing part happy audacity passed crowd amid general terror
positive,moment four party disappeared woods elephant bearing away rapid pace
negative,cries noise ball whizzed phileas fogg hat apprised trick discovered
negative,old rajah body indeed appeared upon burning pyre priests recovered terror perceived abduction taken place
negative,hastened forest followed soldiers fired volley fugitives latter rapidly increased distance ere long found beyond reach bullets arrows
positive,sir francis pressed worthy fellow hand master said well done high commendation passepartout replied credit affair belonged mr fogg
positive,struck queer idea laughed think moments passepartout ex gymnast ex sergeant fireman spouse charming woman venerable embalmed rajah
neutral,young indian woman unconscious throughout passing wrapped travelling blanket reposing one howdahs
positive,elephant thanks skilful guidance parsee advancing rapidly still darksome forest hour leaving pagoda crossed vast plain
neutral,made halt seven clock young woman still state complete prostration
negative,guide made drink little brandy water drowsiness stupefied could yet shaken
positive,sir francis familiar effects intoxication produced fumes hemp reassured companions account
negative,disturbed prospect future fate
neutral,told phileas fogg aouda remain india would inevitably fall hands executioners
negative,fanatics scattered throughout county would despite english police recover victim madras bombay calcutta
positive,would safe quitting india ever
positive,phileas fogg replied would reflect upon matter
negative,station allahabad reached ten clock interrupted line railway resumed would enable reach calcutta less twenty four hours
neutral,phileas fogg would thus able arrive time take steamer left calcutta next day october 25th noon hong kong
positive,young woman placed one waiting rooms station whilst passepartout charged purchasing various articles toilet dress shawl furs master gave unlimited credit
positive,passepartout started forthwith found streets allahabad city god one venerated india built junction two sacred rivers ganges jumna waters attract pilgrims every part peninsula
positive,ganges according legends ramayana rises heaven whence owing brahma agency descends earth
positive,passepartout made point made purchases take good look city
positive,formerly defended noble fort since become state prison commerce dwindled away passepartout vain looked bazaar used frequent regent street
positive,last came upon elderly crusty jew sold second hand articles purchased dress scotch stuff large mantle fine otter skin pelisse hesitate pay seventy five pounds
neutral,returned triumphantly station
positive,influence priests pillaji subjected aouda began gradually yield became fine eyes resumed soft indian expression
positive,poet king ucaf uddaul celebrates charms queen ahmehnagara speaks thus shining tresses divided two parts encircle harmonious contour white delicate cheeks brilliant glow freshness
positive,ebony brows form charm bow kama god love beneath long silken lashes purest reflections celestial light swim sacred lakes himalaya black pupils great clear eyes
positive,teeth fine equal white glitter smiling lips like dewdrops passion flower half enveloped breast
positive,delicately formed ears vermilion hands little feet curved tender lotus bud glitter brilliancy loveliest pearls ceylon dazzling diamonds golconda
positive,narrow supple waist hand may clasp around sets forth outline rounded figure beauty bosom youth flower displays wealth treasures beneath silken folds tunic seems modelled pure silver godlike hand vicvarcarma immortal sculptor enough say without applying poetical rhapsody aouda charming woman european acceptation phrase
positive,spoke english great purity guide exaggerated saying young parsee transformed bringing
positive,train start allahabad mr fogg proceeded pay guide price agreed upon service farthing astonished passepartout remembered master owed guide devotion
neutral,indeed risked life adventure pillaji caught afterwards indians would difficulty escape vengeance
neutral,kiouni also must disposed
positive,done elephant dearly purchased
positive,phileas fogg already determined question
positive,parsee said guide serviceable devoted
positive,paid service devotion
positive,would like elephant
neutral,guide eyes glistened
positive,honour giving fortune cried
positive,take guide returned mr fogg shall still debtor good exclaimed passepartout
positive,take friend
positive,kiouni brave faithful beast going elephant gave several lumps sugar saying kiouni elephant grunted satisfaction clasping passepartout around waist trunk lifted high head
negative,passepartout least alarmed caressed animal replaced gently ground
positive,soon phileas fogg sir francis cromarty passepartout installed carriage aouda best seat whirling full speed towards benares
positive,run eighty miles accomplished two hours
neutral,journey young woman fully recovered senses
neutral,astonishment find carriage railway dressed european habiliments travellers quite strangers
positive,companions first set fully reviving little liquor sir francis narrated passed dwelling upon courage phileas fogg hesitated risk life save recounting happy sequel venture result passepartout rash idea
positive,mr fogg said nothing passepartout abashed kept repeating worth telling aouda pathetically thanked deliverers rather tears words fine eyes interpreted gratitude better lips
negative,thoughts strayed back scene sacrifice recalled dangers still menaced shuddered terror
positive,phileas fogg understood passing aouda mind offered order reassure escort hong kong might remain safely affair hushed offer eagerly gratefully accepted
neutral,seems parsee relation one principal merchants hong kong wholly english city though island chinese coast
negative,half past twelve train stopped benares
positive,brahmin legends assert city built site ancient casi like mahomet tomb suspended heaven earth though benares day orientalists call athens india stands quite unpoetically solid earth passepartout caught glimpses brick houses clay huts giving aspect desolation place train entered
neutral,benares sir francis cromarty destination troops rejoining encamped miles northward city
positive,bade adieu phileas fogg wishing success expressing hope would come way less original profitable fashion
positive,mr fogg lightly pressed hand
positive,parting aouda forget owed sir francis betrayed warmth passepartout received hearty shake hand gallant general
neutral,railway leaving benares passed along valley ganges
positive,windows carriage travellers glimpses diversified landscape behar mountains clothed verdure fields barley wheat corn jungles peopled green alligators neat villages still thickly leaved forests
positive,elephants bathing waters sacred river groups indians despite advanced season chilly air performing solemnly pious ablutions
positive,fervent brahmins bitterest foes buddhism deities vishnu solar god shiva divine impersonation natural forces brahma supreme ruler priests legislators
positive,would divinities think india anglicised day steamers whistling scudding along ganges frightening gulls float upon surface turtles swarming along banks faithful dwelling upon borders
positive,panorama passed eyes like flash save steam concealed fitfully view travellers could scarcely discern fort chupenie twenty miles south westward benares ancient stronghold rajahs behar ghazipur famous rose water factories tomb lord cornwallis rising left bank ganges fortified town buxar patna large manufacturing trading place held principal opium market india monghir european town english manchester birmingham iron foundries edgetool factories high chimneys puffing clouds black smoke heavenward
positive,night came train passed full speed midst roaring tigers bears wolves fled locomotive marvels bengal golconda ruined gour murshedabad ancient capital burdwan hugly french town chandernagor passepartout would proud see country flag flying hidden view darkness
positive,calcutta reached seven morning packet left hong kong noon phileas fogg five hours
neutral,according journal due calcutta 25th october exact date actual arrival
negative,therefore neither behind hand ahead time
positive,two days gained london bombay lost seen journey across india
negative,supposed phileas fogg regretted
positive,phileas fogg intended proceed hong kong steamer order get aouda comfortably settled voyage
negative,unwilling leave still dangerous ground
neutral,leaving station policeman came said mr
neutral,phileas fogg man servant added policeman pointing passepartout
positive,yes good follow mr fogg betrayed surprise whatever
neutral,policeman representative law law sacred englishman
positive,passepartout tried reason matter policeman tapped stick mr fogg made signal obey
neutral,may young lady go us asked
neutral,may replied policeman
neutral,mr fogg aouda passepartout conducted palkigahri sort four wheeled carriage drawn two horses took places driven away
positive,one spoke twenty minutes elapsed reached destination
positive,first passed black town narrow streets miserable dirty huts squalid population european town presented relief bright brick mansions shaded coconut trees bristling masts although early morning elegantly dressed horsemen handsome equipages passing back forth
negative,carriage stopped modest looking house however appearance private mansion
negative,policeman requested prisoners truly might called descend conducted room barred windows said appear judge obadiah half past eight retired closed door
negative,prisoners exclaimed passepartout falling chair
negative,aouda emotion tried conceal said mr fogg sir must leave fate
positive,account receive treatment saved phileas fogg contented saying impossible
negative,quite unlikely arrested preventing suttee
neutral,complainants would dare present charge
negative,mistake
negative,moreover would event abandon aouda would escort hong kong
negative,steamer leaves noon observed passepartout nervously
neutral,shall board noon replied master placidly
positive,said positively passepartout could help muttering parbleu certain
positive,noon shall board means reassured
neutral,half past eight door opened policeman appeared requesting follow led way adjoining hall
neutral,evidently court room crowd europeans natives already occupied rear apartment
neutral,mr fogg two companions took places bench opposite desks magistrate clerk
neutral,immediately judge obadiah fat round man followed clerk entered
neutral,proceeded take wig hanging nail put hurriedly head
neutral,first case said
neutral,putting hand head exclaimed heh
positive,wig worship returned clerk mine dear mr oysterpuff judge give wise sentence clerk wig wigs exchanged
negative,passepartout getting nervous hands face big clock judge seemed go around terrible rapidity
neutral,first case repeated judge obadiah
negative,phileas fogg demanded oysterpuff
neutral,replied mr fogg
neutral,passepartout present responded passepartout
positive,good said judge
negative,looked prisoners two days trains bombay accused asked passepartout impatiently
negative,informed english subject sir said mr fogg right ill treated well let complainants come door swung open order judge three indian priests entered
negative,muttered passepartout rogues going burn young lady priests took places front judge clerk proceeded read loud voice complaint sacrilege phileas fogg servant accused violated place held consecrated brahmin religion
neutral,hear charge asked judge
positive,yes sir replied mr fogg consulting watch admit admit admit wish hear priests admit turn going pagoda pillaji priests looked seem understand said
positive,yes cried passepartout warmly pagoda pillaji point burning victim judge stared astonishment priests stupefied
negative,victim said judge obadiah
neutral,burn
negative,bombay bombay cried passepartout
positive,certainly
neutral,talking pagoda pillaji pagoda malabar hill bombay proof added clerk desecrator shoes left behind whereupon placed pair shoes desk
positive,shoes cried passepartout surprise permitting imprudent exclamation escape
negative,confusion master man quite forgotten affair bombay detained calcutta may imagined
positive,fix detective foreseen advantage passepartout escapade gave delaying departure twelve hours consulted priests malabar hill
neutral,knowing english authorities dealt severely kind misdemeanour promised goodly sum damages sent forward calcutta next train
negative,owing delay caused rescue young widow fix priests reached indian capital mr fogg servant magistrates already warned dispatch arrest arrive
negative,fix disappointment learned phileas fogg made appearance calcutta may imagined
negative,made mind robber stopped somewhere route taken refuge southern provinces
positive,twenty four hours fix watched station feverish anxiety last rewarded seeing mr fogg passepartout arrive accompanied young woman whose presence wholly loss explain
negative,hastened policeman party came arrested brought judge obadiah
positive,passepartout little less preoccupied would espied detective ensconced corner court room watching proceedings interest easily understood warrant failed reach calcutta done bombay suez
negative,judge obadiah unfortunately caught passepartout rash exclamation poor fellow would given world recall
positive,facts admitted asked judge
negative,admitted replied mr fogg coldly
negative,inasmuch resumed judge english law protects equally sternly religions indian people man passepartout admitted violated sacred pagoda malabar hill bombay 20th october condemn said passepartout imprisonment fifteen days fine three hundred pounds three hundred pounds cried passepartout startled largeness sum
neutral,silence shouted constable
positive,inasmuch continued judge proved act done connivance master servant master case must held responsible acts paid servant condemn phileas fogg week imprisonment fine one hundred fifty pounds fix rubbed hands softly satisfaction phileas fogg could detained calcutta week would time warrant arrive
neutral,passepartout stupefied
negative,sentence ruined master
positive,wager twenty thousand pounds lost like precious fool gone abominable pagoda
neutral,phileas fogg self composed judgment least concern even lift eyebrows pronounced
positive,clerk calling next case rose said offer bail right returned judge
negative,fix blood ran cold resumed composure heard judge announce bail required prisoner would one thousand pounds
negative,pay said mr fogg taking roll bank bills carpet bag passepartout placing clerk desk
negative,sum restored upon release prison said judge
neutral,meanwhile liberated bail come said phileas fogg servant
negative,let least give back shoes cried passepartout angrily
positive,ah pretty dear shoes muttered handed
negative,thousand pounds apiece besides pinch feet mr fogg offering arm aouda departed followed crestfallen passepartout
negative,fix still nourished hopes robber would leave two thousand pounds behind would decide serve week jail issued forth mr fogg traces
neutral,gentleman took carriage party soon landed one quays
neutral,rangoon moored half mile harbour signal departure hoisted mast head
neutral,eleven clock striking mr fogg hour advance time
negative,fix saw leave carriage push boat steamer stamped feet disappointment
neutral,rascal exclaimed
neutral,two thousand pounds sacrificed
neutral,prodigal thief
negative,follow end world necessary rate going stolen money soon exhausted detective far wrong making conjecture
negative,since leaving london travelling expenses bribes purchase elephant bails fines mr fogg already spent five thousand pounds way percentage sum recovered bank robber promised detectives rapidly diminishing
positive,fast well fitted mongolia aouda comfortably provided board phileas fogg could wished
negative,however trip calcutta hong kong comprised three thousand five hundred miles occupying ten twelve days young woman difficult please
positive,first days journey aouda became better acquainted protector constantly gave evidence deep gratitude done
negative,phlegmatic gentleman listened apparently least coldness neither voice manner betraying slightest emotion seemed always watch nothing wanting aouda comfort
positive,visited regularly day certain hours much talk sit hear talk
neutral,treated strictest politeness precision automaton movements arranged purpose
positive,aouda quite know make though passepartout given hints master eccentricity made smile telling wager sending round world
neutral,owed phileas fogg life always regarded exalting medium gratitude
neutral,aouda confirmed parsee guide narrative touching history
neutral,indeed belong highest native races india
positive,many parsee merchants made great fortunes dealing cotton one sir jametsee jeejeebhoy made baronet english government
positive,aouda relative great man cousin jeejeeh hoped join hong kong
positive,whether would find protector could tell mr fogg essayed calm anxieties assure everything would mathematically used word arranged
positive,aouda fastened great eyes clear sacred lakes himalaya upon intractable fogg reserved ever seem inclined throw lake
positive,first days voyage passed prosperously amid favourable weather propitious winds soon came sight great andaman principal islands bay bengal picturesque saddle peak two thousand four hundred feet high looming waters
negative,steamer passed along near shores savage papuans lowest scale humanity asserted cannibals make appearance
positive,panorama islands steamed superb
positive,vast forests palms arecs bamboo teakwood gigantic mimosa tree like ferns covered foreground behind graceful outlines mountains traced sky along coasts swarmed thousands precious swallows whose nests furnish luxurious dish tables celestial empire
neutral,varied landscape afforded andaman islands soon passed however rangoon rapidly approached straits malacca gave access china seas
neutral,detective fix unluckily drawn country country
neutral,managed embark rangoon calcutta without seen passepartout leaving orders warrant arrive forwarded hong kong hoped conceal presence end voyage
negative,would difficult explain board without awakening passepartout suspicions thought still bombay
positive,necessity impelled nevertheless renew acquaintance worthy servant seen
positive,detective hopes wishes centred hong kong steamer stay singapore would brief enable take steps
negative,arrest must made hong kong robber would probably escape ever
positive,hong kong last english ground would set foot beyond china japan america offered fogg almost certain refuge
negative,warrant last make appearance hong kong fix could arrest give hands local police would trouble
positive,beyond hong kong simple warrant would avail extradition warrant would necessary would result delays obstacles rascal would take advantage elude justice
negative,fix thought probabilities long hours spent cabin kept repeating either warrant hong kong case shall arrest man time absolutely necessary delay departure
negative,failed bombay failed calcutta fail hong kong reputation lost cost may must succeed
negative,shall prevent departure turn last resource fix made mind worst came worst would make confidant passepartout tell kind fellow master really
positive,passepartout fogg accomplice certain
negative,servant enlightened disclosure afraid implicated crime would doubtless become ally detective
negative,method dangerous one employed everything else failed
negative,word passepartout master would ruin
negative,detective therefore sore strait
negative,suddenly new idea struck
neutral,presence aouda rangoon company phileas fogg gave new material reflection
neutral,woman
neutral,combination events made fogg travelling companion
neutral,evidently met somewhere bombay calcutta
positive,met accidentally fogg gone interior purposely quest charming damsel
negative,fix fairly puzzled
positive,asked whether wicked elopement idea impressed upon mind determined make use supposed intrigue
positive,whether young woman married would able create difficulties mr fogg hong kong could escape paying amount money
positive,could even wait till reached hong kong
neutral,fogg abominable way jumping one boat another anything could effected might get full way yokohama
negative,fix decided must warn english authorities signal rangoon arrival
positive,easy since steamer stopped singapore whence telegraphic wire hong kong
positive,finally resolved moreover acting positively question passepartout
negative,would difficult make talk time lose fix prepared make known
neutral,30th october following day rangoon due singapore
neutral,fix emerged cabin went deck
neutral,passepartout promenading forward part steamer
positive,detective rushed forward every appearance extreme surprise exclaimed rangoon monsieur fix board returned really astonished passepartout recognising crony mongolia left bombay way hong kong
negative,going round world replied fix shall stop hong kong least days hum said passepartout seemed instant perplexed
neutral,seen board since left calcutta oh trifle sea sickness staying berth
positive,gulf bengal agree well indian ocean
positive,mr fogg well punctual ever day behind time
neutral,monsieur fix know young lady us young lady replied detective seeming comprehend said
negative,passepartout thereupon recounted aouda history affair bombay pagoda purchase elephant two thousand pounds rescue arrest sentence calcutta court restoration mr fogg liberty bail
positive,fix familiar last events seemed equally ignorant passepartout related later charmed find interested listener
neutral,master propose carry young woman europe
positive,simply going place protection one relatives rich merchant hong kong nothing done said fix concealing disappointment
neutral,glass gin mr passepartout willingly monsieur fix
positive,caught glimpse mysterious gentleman twice mr fogg usually confined cabin kept aouda company according inveterate habit took hand whist
negative,passepartout began seriously conjecture strange chance kept fix still route master pursuing
positive,really worth considering certainly amiable complacent person first met suez encountered board mongolia disembarked bombay announced destination turned unexpectedly rangoon following mr fogg tracks step step
neutral,fix object
positive,passepartout ready wager indian shoes religiously preserved fix would also leave hong kong time probably steamer
neutral,passepartout might cudgelled brain century without hitting upon real object detective view
negative,never could imagined phileas fogg tracked robber around globe
positive,human nature attempt solution every mystery passepartout suddenly discovered explanation fix movements truth far unreasonable
positive,fix thought could agent mr fogg friends reform club sent follow ascertain really went round world agreed upon
positive,clear repeated worthy servant proud shrewdness
neutral,spy sent keep us view
neutral,quite thing either spying mr fogg honourable man
positive,ah gentlemen reform shall cost dear passepartout enchanted discovery resolved say nothing master lest justly offended mistrust part adversaries
positive,determined chaff fix chance mysterious allusions however need betray real suspicions
neutral,afternoon wednesday 30th october rangoon entered strait malacca separates peninsula name sumatra
positive,mountainous craggy islets intercepted beauties noble island view travellers
positive,rangoon weighed anchor singapore next day four receive coal gained half day prescribed time arrival
neutral,phileas fogg noted gain journal accompanied aouda betrayed desire walk shore disembarked
negative,fix suspected mr fogg every movement followed cautiously without perceived passepartout laughing sleeve fix man uvres went usual errands
neutral,island singapore imposing aspect mountains yet appearance without attractions
positive,park checkered pleasant highways avenues
positive,handsome carriage drawn sleek pair new holland horses carried phileas fogg aouda midst rows palms brilliant foliage clove trees whereof cloves form heart half open flower
positive,pepper plants replaced prickly hedges european fields sago bushes large ferns gorgeous branches varied aspect tropical clime nutmeg trees full foliage filled air penetrating perfume
positive,agile grinning bands monkeys skipped trees tigers wanting jungles
positive,drive two hours country aouda mr fogg returned town vast collection heavy looking irregular houses surrounded charming gardens rich tropical fruits plants ten clock embarked closely followed detective kept constantly sight
positive,passepartout purchasing several dozen mangoes fruit large good sized apples dark brown colour outside bright red within whose white pulp melting mouth affords gourmands delicious sensation waiting deck
positive,glad offer mangoes aouda thanked gracefully
positive,eleven clock rangoon rode singapore harbour hours high mountains malacca forests inhabited beautifully furred tigers world lost view
neutral,singapore distant thirteen hundred miles island hong kong little english colony near chinese coast
positive,phileas fogg hoped accomplish journey six days time steamer would leave 6th november yokohama principal japanese port
positive,rangoon large quota passengers many disembarked singapore among number indians ceylonese chinamen malays portuguese mostly second class travellers
positive,weather hitherto fine changed last quarter moon
