Label,StopwordRemovedSentence
positive,agreed must act quickly second reason asked michel
negative,second reason must let outer cold excessive penetrate projectile shall frozen death sun sun warms projectile absorbs rays warm vacuum floating moment
negative,air heat diffused light darkness cold sun rays strike direct
negative,temperature temperature produced radiation stars say terrestrial globe would undergo sun disappeared one day feared replied nicholl
neutral,knows said michel ardan
neutral,admitting sun go might happen earth might move away said barbicane michel ideas continued michel know 1861 earth passed tail comet
positive,let us suppose comet whose power attraction greater sun
neutral,terrestrial orbit bend toward wandering star earth becoming satellite drawn distance rays sun action surface might happen indeed replied barbicane consequences displacement need formidable suppose heat cold would equalized globe
positive,calculated earth carried along course comet 1861 perihelion nearest approach sun would undergone heat 28 000 times greater summer
negative,heat sufficient evaporate waters would formed thick ring cloud would modified excessive temperature hence compensation cold aphelion heat perihelion many degrees asked nicholl temperature planetary spaces estimated formerly replied barbicane greatly exagerated calculations fourier french academy science supposed exceed 60 centigrade zero pooh said michel nothing much replied barbicane temperature observed polar regions melville island fort reliance 76 fahrenheit zero mistake said nicholl
neutral,pouillet another savant estimates temperature space 250 fahrenheit zero
negative,shall however able verify calculations present solar rays beating directly upon thermometer would give contrary high temperature
negative,arrive moon fifteen days night either face shall leisure make experiment satellite lies vacuum mean vacuum asked michel
positive,perfectly absolutely void air air replaced nothing whatever ether replied barbicane
positive,pray ether ether friend agglomeration imponderable atoms relatively dimensions far removed celestial bodies space
neutral,atoms vibratory motion produce light heat universe proceeded burial satellite
negative,merely drop space way sailors drop body sea president barbicane suggested must act quickly lose little possible air whose elasticity would rapidly spread space
positive,bolts right scuttle opening measured twelve inches across carefully drawn michel quite grieved prepared launch dog space
positive,glass raised powerful lever enabled overcome pressure inside air walls projectile turned rapidly hinges satellite thrown
positive,scarcely particle air could escaped operation successful later barbicane fear dispose rubbish encumbered car
positive,time five hours forty minutes half assigned sojourn projectile already accomplished nearly seven tenths way
positive,peculiarity due regularly decreasing speed
positive,observed earth lower window looked like nothing dark spot drowned solar rays
neutral,crescent cloudy light
neutral,next day midnight earth would new moment moon would full
neutral,orb night nearing line followed projectile meet given hour
positive,around black vault studded brilliant points seemed move slowly great distance relative size seem change
neutral,sun stars appeared exactly us upon earth
positive,moon considerably larger travelers glasses powerful allow yet make useful observations upon surface reconnoiter topographically geologically
neutral,thus time passed never ending conversations moon
positive,one brought forward contingent particular facts barbicane nicholl always serious michel ardan always enthusiastic
positive,projectile situation direction incidents might happen precautions necessitated fall moon inexhaustible matters conjecture
positive,breakfasting question michel relating projectile provoked rather curious answer barbicane worth repeating
negative,michel supposing roughly stopped still formidable initial speed wished know consequences stoppage would
negative,said barbicane see could stopped let us suppose said michel
negative,impossible supposition said practical barbicane unless impulsive force failed even speed would diminish degrees would stopped suddenly admit struck body space body enormous meteor met said nicholl projectile would broken thousand pieces replied barbicane burned death burned exclaimed michel jove
negative,sorry happen see would seen replied barbicane
neutral,known heat modification motion
positive,water warmed say heat added particles set motion well said michel ingenious theory true one worthy friend explains every phenomenon caloric
neutral,heat motion atoms simple oscillation particles body
negative,apply brake train train comes stop becomes motion previously possessed
neutral,transformed heat brake becomes hot
neutral,grease axles wheels
positive,prevent heating heat would generated motion thus lost transformation yes understand replied michel perfectly
negative,example run long time swimming perspiring large drops obliged stop
positive,simply motion changed heat barbicane could help smiling michel reply returning theory said thus case shock would projectile ball falls burning state struck metal plate motion turned heat
positive,consequently affirm projectile struck meteor speed thus suddenly checked would raised heat great enough turn vapor instantaneously asked nicholl would happen earth motion stop suddenly temperature would raised pitch said barbicane would reduced vapor well said michel way ending earth greatly simplify things earth fell upon sun asked nicholl
positive,according calculation replied barbicane fall would develop heat equal produced 16 000 globes coal equal bulk terrestrial globe good additional heat sun replied michel ardan inhabitants uranus neptune would doubtless complain must perished cold planets thus friends said barbicane motion suddenly stopped produces heat
positive,theory allows us infer heat solar disc fed hail meteors falling incessantly surface
neutral,even calculated oh dear murmured michel figures coming even calculated continued imperturbable barbicane shock meteor sun ought produce heat equal 4 000 masses coal equal bulk solar heat asked michel
neutral,equal produced combustion stratum coal surrounding sun depth forty seven miles heat would able boil two billions nine hundred millions cubic myriameters 2 water 2 myriameter equal rather 10 936 cubic yards english
neutral,roast us exclaimed michel
positive,replied barbicane terrestrial atmosphere absorbs four tenths solar heat besides quantity heat intercepted earth billionth part entire radiation see best said michel atmosphere useful invention allows us breathe prevents us roasting yes said nicholl unfortunately moon bah said michel always hopeful
neutral,inhabitants must breathe
neutral,longer must left enough oxygen three people bottom ravines weight cause accumulate climb mountains michel rising went look lunar disc shone intolerable brilliancy
positive,jove said must hot without considering replied nicholl day lasts 360 hours compensate said barbicane nights length heat restored radiation temperature planetary space pretty country exclaimed michel
neutral,never mind
positive,wish
neutral,ah
positive,dear comrades rather curious earth moon see rise horizon recognize shape continents say oneself america europe follow lose sun rays
positive,bye barbicane selenites eclipses yes eclipses sun replied barbicane centers three orbs line earth middle
positive,partial earth cast like screen upon solar disc allows greater portion seen asked nicholl total eclipse
positive,cone shadow cast earth extend beyond moon yes take consideration refraction produced terrestrial atmosphere
neutral,take refraction consideration
positive,thus let lower case delta horizontal parallel p apparent semidiameter oh said michel
positive,speak plainly man algebra well replied barbicane popular language mean distance moon earth sixty terrestrial radii length cone shadow account refraction reduced less forty two radii
positive,result eclipses moon finds beyond cone pure shadow sun sends rays edges also center said michel merry tone eclipses ought simply solar rays weakened refraction atmosphere pass extinguished greater part reason satisfies replied michel
neutral,besides shall see get
positive,tell barbicane believe moon old comet idea yes replied michel amiable swagger ideas sort idea spring michel answered nicholl
negative,well plagiarist doubt
negative,according ancients arcadians pretend ancestors inhabited earth moon became satellite
positive,starting fact scientific men seen moon comet whose orbit one day bring near earth held attraction truth hypothesis asked michel
positive,none whatever said barbicane proof moon preserved trace gaseous envelope always accompanies comets continued nicholl becoming earth satellite could moon perihelion pass near sun evaporation get rid gaseous substances possible friend nicholl probable faith know ah exclaimed michel hundred volumes might make know ah
neutral,indeed
neutral,time asked barbicane
neutral,three clock answered nicholl
neutral,time goes said michel conversation scientific men
positive,certainly feel know much
positive,feel becoming well saying michel hoisted roof projectile observe moon better pretended
neutral,time companions watching lower glass
neutral,nothing new note
neutral,michel ardan came went side scuttle suddenly heard exclamation surprise
neutral,asked barbicane
neutral,president approached window saw sort flattened sack floating yards projectile
neutral,object seemed motionless projectile consequently animated ascending movement
neutral,machine continued michel ardan
positive,one bodies projectile keeps within attraction accompany moon astonishes said nicholl specific weight body certainly less projectile allows keep perfectly level nicholl replied barbicane moment reflection know object know maintains level floating space dear captain space bodies fall move thing equal speed whatever weight form air resistance creates differences weight
positive,create vacuum tube objects send grains dust grains lead fall rapidity
positive,space cause effect said nicholl everything throw projectile accompany reaches moon ah
negative,fools exclaimed michel
neutral,expletive asked barbicane
positive,might filled projectile useful objects books instruments tools etc
neutral,could thrown would followed train
positive,happy thought
positive,cannot walk outside like meteor
neutral,cannot launch space scuttle
negative,enjoyment would feel oneself thus suspended ether favored birds must use wings keep granted said barbicane breathe hang air fail inopportunely fail michel density less projectile would soon left behind must remain car must ah exclaimed michel load voice
positive,matter asked nicholl
neutral,know guess pretended meteor
neutral,asteroid accompanying us
neutral,piece planet asked barbicane
negative,unfortunate dog
neutral,diana husband indeed deformed unrecognizable object reduced nothing body satellite flattened like bagpipe without wind ever mounting mounting
positive,every object thrown projectile would follow course never stop
positive,subject conversation whole evening could exhaust
positive,besides excitement three travelers increased drew near end journey
positive,expected unforseen incidents new phenomena nothing would astonished frame mind
neutral,overexcited imagination went faster projectile whose speed evidently diminishing though insensibly
neutral,moon grew larger eyes fancied stretched hands could seize
neutral,next day 5th november five morning three foot
positive,day last journey calculations true
positive,night twelve clock eighteen hours exactly full moon would reach brilliant disc
neutral,next midnight would see journey ended extraordinary ancient modern times
positive,thus first morning scuttles silvered rays saluted orb night confident joyous hurrah
neutral,moon advancing majestically along starry firmament
positive,degrees would reach exact point meeting projectile take place
neutral,according observations barbicane reckoned would land northern hemisphere stretch immense plains mountains rare
positive,favorable circumstance thought lunar atmosphere stored depths
positive,besides observed michel ardan plain easier disembark upon mountain
positive,selenite deposited europe summit mont blanc asia top himalayas would quite right place added captain nicholl flat ground projectile remain motionless touched whereas declivity would roll like avalanche squirrels come safe sound
positive,best indeed success audacious attempt longer appeared doubtful
negative,barbicane preoccupied one thought wishing make companions uneasy kept silence subject
neutral,direction projectile taking toward moon northern hemisphere showed course slightly altered
neutral,discharge mathematically calculated would carry projectile center lunar disc
neutral,land must deviation
neutral,caused
positive,barbicane could neither imagine determine importance deviation points go
positive,hoped however would result bringing nearer upper border moon region suitable landing
negative,without imparting uneasiness companions barbicane contented constantly observing moon order see whether course projectile would altered situation would terrible failed aim carried beyond disc launched interplanetary space
positive,moment moon instead appearing flat like disc showed convexity
positive,sun rays struck obliquely shadow thrown would brought high mountains would clearly detached
neutral,eye might gazed crater gaping abysses followed capricious fissures wound immense plains
positive,relief yet leveled intense brilliancy
neutral,could scarcely distinguish large spots give moon appearance human face
negative,face indeed said michel ardan sorry amiable sister apollo
neutral,pitted face travelers near end incessantly observing new world
negative,imagined walking unknown countries climbing highest peaks descending lowest depths
neutral,fancied saw vast seas scarcely kept together rarefied atmosphere water courses emptying mountain tributaries
neutral,leaning abyss hoped catch sounds orb forever mute solitude space
neutral,last day left
neutral,took trifling details
negative,vague uneasiness took possession neared end
negative,uneasiness would doubled felt speed decreased
neutral,would seemed quite insufficient carry end
neutral,projectile weighed almost nothing
positive,weight ever decreasing would entirely annihilated line lunar terrestrial attractions would neutralize
negative,spite preoccupation michel ardan forget prepare morning repast accustomed punctuality
positive,ate good appetite
positive,nothing excellent soup liquefied heat gas nothing better preserved meat
positive,glasses good french wine crowned repast causing michel ardan remark lunar vines warmed ardent sun ought distill even generous wines existed
positive,case far seeing frenchman taken care forget collection precious cuttings medoc cote upon founded hopes
positive,reiset regnaut apparatus worked great regularity
positive,atom carbonic acid resisted potash oxygen captain nicholl said first quality little watery vapor enclosed projectile mixing air tempered dryness many apartments london paris new york many theaters certainly healthy condition
positive,might act regularity apparatus must kept perfect order morning michel visited escape regulators tried taps regulated heat gas pyrometer
positive,everything gone well time travelers imitating worthy joseph maston began acquire degree embonpoint would rendered unrecognizable imprisonment prolonged months
positive,word behaved like chickens coop getting fat
neutral,looking scuttle barbicane saw specter dog divers objects thrown projectile obstinately following
positive,diana howled lugubriously seeing remains satellite seemed motionless reposed solid earth
positive,know friends said michel ardan one us succumbed shock consequent departure great deal trouble bury
neutral,saying
neutral,etherize ether takes place earth
negative,see accusing body would followed us space like remorse would sad said nicholl
negative,ah continued michel regret able take walk outside
positive,voluptuousness float amid radiant ether bathe oneself wrap oneself sun pure rays
positive,barbicane thought furnishing us diving apparatus air pump could ventured assumed fanciful attitudes feigned monsters top projectile well old michel replied barbicane would made feigned monster long spite diver dress swollen expansion air within would burst like shell rather like balloon risen high
negative,regret forget long float space sentimental walks beyond projectile forbidden michel ardan allowed convinced certain extent
negative,admitted thing difficult impossible word never uttered
negative,conversation passed subject another failing instant
positive,seemed three friends though present conditions ideas shot brains leaves shoot first warmth spring
neutral,felt bewildered
positive,middle questions answers crossed nicholl put one question find immediate solution
positive,ah indeed said well go moon get back two interlocutors looked surprised
neutral,one would thought possibility occurred first time
negative,mean nicholl asked barbicane gravely
neutral,ask means leave country added michel yet arrived seems rather inopportune say wishing draw back replied nicholl repeat question ask shall return know nothing answered barbicane
positive,said michel known return would never started answer cried nicholl
positive,quite approve michel words said barbicane add question real interest
neutral,later think advisable return take counsel together
positive,columbiad projectile step certainly
positive,ball without gun gun replied barbicane manufactured
neutral,powder made
negative,neither metals saltpeter coal fail depths moon need go 8 000 leagues order fall upon terrestrial globe virtue mere laws weight enough said michel animation
positive,let longer question returning already entertained long
positive,communicating former earthly colleagues difficult means meteors launched lunar volcanoes well thought michel said barbicane convinced tone voice
positive,laplace calculated force five times greater gun would suffice send meteor moon earth one volcano greater power propulsion hurrah exclaimed michel meteors handy postmen cost nothing
positive,shall able laugh post office administration
neutral,think think capital idea
neutral,fasten thread projectile could exchanged telegrams earth deuce answered nicholl
neutral,consider weight thread 250 000 miles long nothing nothing
neutral,could trebled columbiad charge could quadrupled quintupled exclaimed michel verb took higher intonation time
positive,one little objection make proposition replied barbicane rotary motion globe thread would wound round like chain capstan would inevitably brought us ground thirty nine stars union said michel nothing impracticable ideas day ideas worthy j maston
positive,notion return earth j maston able come us yes come replied barbicane worthy courageous comrade
neutral,besides easier
neutral,columbiad still buried soil florida
neutral,cotton nitric acid wanted wherewith manufacture pyroxyle
neutral,moon pass zenith florida
positive,eighteen years time occupy exactly place day yes continued michel yes maston come friends elphinstone blomsberry members gun club well received
neutral,run trains projectiles earth moon
positive,hurrah j maston probable hon
positive,j maston hear hurrahs uttered honor ears least tingled
neutral,
positive,doubtless posted rocky mountains station long peak trying find invisible projectile gravitating space
positive,thinking dear companions must allow far behind influence strange excitement devoting best thoughts
positive,whence excitement evidently growing upon tenants projectile
negative,sobriety could doubted
negative,strange irritation brain must attributed peculiar circumstances found proximity orb night hours separated secret influence moon acting upon nervous system
positive,faces rosy exposed roaring flames oven voices resounded loud accents words escaped like champagne cork driven carbonic acid gestures became annoying wanted much room perform strange say none noticed great tension mind
neutral,said nicholl short tone know whether shall ever return moon want know going going replied barbicane stamping foot fencing saloon know know exclaimed michel bellow provoked sonorous echo projectile
neutral,even thought retorted barbicane loud tone
neutral,well know replied michel
negative,speak cried nicholl could longer contain growling voice
negative,shall speak suits exclaimed michel seizing companions arms violence
negative,must suit said barbicane eye fire threatening hand
positive,drew us frightful journey want know yes said captain know going want know going exclaimed michel jumping yard high
positive,take possession moon name united states add fortieth state union colonize lunar regions cultivate people transport thither prodigies art science industry civilize selenites unless civilized constitute republic already one selenites retorted nicholl influence unaccountable intoxication contradictory
negative,said selenites exclaimed michel threatening tone
neutral,howled nicholl
negative,captain said michel repeat insolence knock teeth throat two adversaries going fall upon incoherent discussion threatened merge fight barbicane intervened one bound
negative,stop miserable men said separating two companions selenites without yes exclaimed michel particular yes without
neutral,make selenites
neutral,selenites empire moon belongs us said nicholl
negative,let us three constitute republic congress cried michel
neutral,senate retorted nicholl
neutral,barbicane president howled michel
neutral,president elected nation replied barbicane
positive,well president elected congress cried michel congress unanimously elected hurrah
positive,hurrah
positive,hurrah
neutral,president barbicane exclaimed nicholl
neutral,hip
neutral,hip
neutral,hip vociferated michel ardan
negative,president senate struck tremendous voice popular song yankee doodle congress resounded masculine tones marseillaise struck frantic dance maniacal gestures idiotic stampings somersaults like boneless clowns circus
positive,diana joining dance howling turn jumped top projectile
positive,unaccountable flapping wings heard amid fantastic cock crows five six hens fluttered like bats walls
negative,three traveling companions acted upon unaccountable influence intoxication inflamed air set respiratory apparatus fire fell motionless bottom projectile
negative,whence cause singular intoxication consequences might disastrous
positive,simple blunder michel fortunately nicholl able correct time
positive,perfect swoon lasted minutes captain recovering first soon collected scattered senses
negative,although breakfasted two hours felt gnawing hunger eaten anything several days
neutral,everything stomach brain overexcited highest degree
negative,got demanded michel supplementary repast
neutral,michel utterly done answer
positive,nicholl tried prepare tea destined help absorption dozen sandwiches
negative,first tried get fire struck match sharply
positive,surprise see sulphur shine extraordinary brilliancy almost unbearable eye
positive,gas burner lit rose flame equal jet electric light
neutral,revelation dawned nicholl mind
negative,intensity light physiological troubles arisen overexcitement moral quarrelsome faculties understood
neutral,oxygen exclaimed
positive,leaning air apparatus saw tap allowing colorless gas escape freely life giving pure state producing gravest disorders system
neutral,michel blunderingly opened tap apparatus full
negative,nicholl hastened stop escape oxygen atmosphere saturated would death travelers suffocation combustion
negative,hour later air less charged restored lungs normal condition
positive,degrees three friends recovered intoxication obliged sleep sober oxygen drunkard wine
positive,michel learned share responsibility incident much disconcerted
negative,unexpected drunkenness broke monotony journey
negative,many foolish things said influence also quickly forgotten
positive,added merry frenchman sorry tasted little heady gas
positive,know friends curious establishment might founded rooms oxygen people whose system weakened could hours live active life
positive,fancy parties room saturated heroic fluid theaters kept high pressure passion souls actors spectators
positive,fire enthusiasm
neutral,instead assembly whole people could saturated activity functions supplement life would derive
positive,exhausted nation might make great strong one know one state old europe ought put regime oxygen sake health michel spoke much animation one might fancied tap still open
negative,words barbicane soon shattered enthusiasm
positive,well friend michel said inform us chickens came mixed concert chickens yes indeed half dozen chickens fine cock walking flapping wings chattering
negative,ah awkward things exclaimed michel
positive,oxygen made revolt want chickens asked barbicane
negative,acclimatize moon jove hide joke worthy president simple joke proved miserable failure
positive,wanted set free lunar continent without saying anything
positive,oh would amazement seeing earthly winged animals pecking lunar fields rascal unmitigated rascal replied barbicane want oxygen mount head
positive,always influence gas always foolish ah says wise replied michel ardan
positive,philosophical reflection three friends set restoring order projectile
negative,chickens cock reinstated coop
positive,proceeding operation barbicane two companions desired perception new phenomenon
neutral,moment leaving earth weight projectile objects enclosed subject increasing diminution
negative,could prove loss projectile moment would arrive would sensibly felt upon utensils instruments used
negative,needless say scale would show loss weight destined weight object would lost exactly much object spring steelyard example tension independent attraction would given estimate loss
positive,know attraction otherwise called weight proportion densities bodies inversely squares distances
negative,hence effect earth alone space celestial bodies suddenly annihilated projectile according newton laws would weigh less got farther earth without ever losing weight entirely terrestrial attraction would always made felt whatever distance
neutral,reality time must come projectile would longer subject law weight allowing celestial bodies whose effect could set zero
neutral,indeed projectile course traced earth moon
positive,distanced earth terrestrial attraction diminished lunar attraction rose proportion
positive,must come point two attractions would neutralize projectile would possess weight longer
neutral,moon earth densities equal point would equal distance two orbs
positive,taking different densities consideration easy reckon point would situated 47 60ths whole journey e 78 514 leagues earth
positive,point body principle speed displacement would remain immovable forever attracted equally orbs drawn toward one toward
positive,projectile impulsive force correctly calculated would attain point without speed lost trace weight well objects within
neutral,would happen
neutral,three hypotheses presented
neutral,1
positive,either would retain certain amount motion pass point equal attraction fall upon moon virtue excess lunar attraction terrestrial
neutral,2
positive,speed failing unable reach point equal attraction would fall upon moon virtue excess lunar attraction terrestrial
neutral,3
positive,lastly animated sufficient speed enable reach neutral point sufficient pass would remain forever suspended spot like pretended tomb mahomet zenith nadir
positive,situation barbicane clearly explained consequences traveling companions greatly interested
positive,know projectile reached neutral point situated distance especially neither objects enclosed projectile would longer subject laws weight
neutral,time travelers admitting action constantly decreasing yet become sensible total absence
negative,day eleven clock morning nicholl accidentally let glass slip hand glass instead falling remained suspended air
positive,ah exclaimed michel ardan rather amusing piece natural philosophy immediately divers objects firearms bottles abandoned held enchantment
positive,diana placed space michel reproduced without trick wonderful suspension practiced caston robert houdin
neutral,indeed dog seem know floating air
positive,three adventurous companions surprised stupefied despite scientific reasonings
neutral,felt carried domain wonders
neutral,felt weight really wanting bodies
neutral,stretched arms attempt fall
neutral,heads shook shoulders
neutral,feet longer clung floor projectile
positive,like drunken men stability
neutral,fancy depicted men without reflection others without shadow
positive,reality neutralizations attractive forces produced men nothing weight weighed nothing
positive,suddenly michel taking spring left floor remained suspended air like murillo monk cusine des anges
positive,two friends joined instantly three formed miraculous ascension center projectile
neutral,believed
neutral,probable
neutral,possible exclaimed michel yet
neutral,ah
neutral,raphael seen us thus assumption would thrown upon canvas assumption cannot last replied barbicane
positive,projectile passes neutral point lunar attraction draw us moon feet upon roof replied michel
positive,said barbicane projectile center gravity low turn degrees portables upset top bottom fact calm michel replied nicholl upset feared thing move projectile evolution imperceptible continued barbicane passed point equal attraction base heavier draw perpendicularly moon order phenomenon take place must passed neutral line pass neutral line cried michel let us sailors cross equator slight side movement brought michel back toward padded side thence took bottle glasses placed space companions drinking merrily saluted line triple hurrah
positive,influence attractions scarcely lasted hour travelers felt insensibly drawn toward floor barbicane fancied conical end projectile varying little normal direction toward moon
positive,inverse motion base approaching first lunar attraction prevailing terrestrial fall toward moon beginning almost imperceptibly yet degrees attractive force would become stronger fall would decided projectile drawn base would turn cone earth fall ever increasing speed surface selenite continent destination would attained
positive,nothing could prevent success enterprise nicholl michel ardan shared barbicane joy
positive,chatted phenomena astonished one particularly neutralization laws weight
positive,michel ardan always enthusiastic drew conclusions purely fanciful
positive,ah worthy friends exclaimed progress make earth could throw weight chain binds us would prisoner set liberty fatigue either arms legs
positive,true order fly earth surface keep oneself suspended air merely play muscles requires strength hundred fifty times greater possess simple act volition caprice would bear us space attraction exist said nicholl smiling could succeed suppressing weight suppress pain anaesthesia would change face modern society yes cried michel full subject destroy weight burdens well said replied barbicane nothing weight nothing would keep place even hat head worthy michel house whose stones adhere weight boat whose stability waves caused weight even ocean whose waves would longer equalized terrestrial attraction lastly even atmosphere whose atoms longer held places would disperse space tiresome retorted michel nothing like matter fact people bringing one back bare reality console michel continued barbicane orb exists whence laws weight banished least going visit one much less earth moon yes moon whose surface objects weigh six times less earth phenomenon easy prove shall feel asked michel
positive,evidently two hundred pounds weigh thirty pounds surface moon muscular strength diminish instead jumping one yard high rise eighteen feet high shall regular herculeses moon exclaimed michel
positive,yes replied nicholl height selenites proportion density globe scarcely foot high lilliputians ejaculated michel shall play part gulliver
neutral,going realize fable giants
positive,advantage leaving one planet running solar world one moment michel answered barbicane wish play part gulliver visit inferior planets mercury venus mars whose density little less earth venture great planets jupiter saturn uranus neptune order changed become lilliputian sun sun density thirteen hundred twenty four thousand times greater attraction twenty seven times greater surface globe keeping everything proportion inhabitants ought least two hundred feet high jove exclaimed michel nothing pigmy shrimp gulliver giants said nicholl
neutral,replied barbicane
positive,would quite useless carry pieces artillery defend oneself good replied nicholl projectiles would effect sun would fall back upon earth minutes strong remark certain replied barbicane attraction great enormous orb object weighing 70 000 pounds earth would weigh 1 920 pounds surface sun
positive,fall upon would weigh let see 5 000 pounds weight would never able raise devil said michel one would want portable crane
positive,however satisfied moon present least shall cut great figure
positive,one single hypothesis remained realized arrival projectile destination action lunar attraction
positive,reality fall 8 296 leagues orb true weight could reckoned one sixth terrestrial weight formidable fall nevertheless one every precaution must taken without delay
negative,precautions two sorts deaden shock projectile touch lunar soil others delay fall consequently make less violent
negative,deaden shock pity barbicane longer able employ means ably weakened shock departure say water used springs partition breaks
positive,partitions still existed water failed could use reserve precious case first days liquid element found wanting lunar soil
neutral,indeed reserve would quite insufficient spring
neutral,layer water stored projectile time starting upon journey occupied less three feet depth spread surface less fifty four square feet
positive,besides cistern contain one fifth part must therefore give efficient means deadening shock arrival
positive,happily barbicane content employing water furnished movable disc strong spring plugs destined lessen shock base breaking horizontal partitions
positive,plugs still existed readjust replace movable disc every piece easy handle weight scarcely felt quickly mounted
positive,different pieces fitted without trouble matter bolts screws tools wanting soon reinstated disc lay steel plugs like table legs
negative,one inconvenience resulted replacing disc lower window blocked thus impossible travelers observe moon opening precipitated perpendicularly upon obliged give even side openings could still see vast lunar regions aeronaut sees earth car
neutral,replacing disc least hour work
neutral,past twelve preparations finished
positive,barbicane took fresh observations inclination projectile annoyance turned sufficiently fall seemed take curve parallel lunar disc
positive,orb night shone splendidly space opposite orb day blazed fire
negative,situation began make uneasy
positive,reaching destination said nicholl
positive,let us act reaching replied barbicane
negative,sceptical retorted michel ardan
positive,shall arrive quicker like answer brought barbicane back preparations occupied placing contrivances intended break descent
negative,may remember scene meeting held tampa town florida captain nicholl came forward barbicane enemy michel ardan adversary
positive,captain nicholl maintaining projectile would smash like glass michel replied would break fall means rockets properly placed
positive,thus powerful fireworks taking starting point base bursting outside could producing recoil check certain degree projectile speed
positive,rockets burn space true oxygen would fail could supply like lunar volcanoes burning never yet stopped want atmosphere round moon
negative,barbicane accordingly supplied fireworks enclosed little steel guns could screwed base projectile
neutral,inside guns flush bottom outside protruded eighteen inches
neutral,twenty
neutral,opening left disc allowed light match provided
neutral,effect felt outside
negative,burning mixture already rammed gun
neutral,nothing raise metallic buffers fixed base replace guns fitted closely places
neutral,new work finished three clock taking precautions remained wait
positive,projectile perceptibly nearing moon evidently succumbed influence certain degree though velocity also drew oblique direction
negative,conflicting influences resulted line might become tangent
positive,certain projectile would fall directly moon lower part reason weight ought turned toward
positive,barbicane uneasiness increased saw projectile resist influence gravitation
neutral,unknown opening unknown interplanetary space
positive,man science thought foreseen three hypotheses possible return earth return moon stagnation neutral line fourth hypothesis big terrors infinite surged inopportunely
positive,face without flinching one must resolute savant like barbicane phlegmatic like nicholl audacious adventurer like michel ardan
neutral,conversation started upon subject
neutral,men would considered question practical point view would asked whither projectile carriage carrying
neutral,sought cause produced effect
negative,become diverted route said michel much fear answered nicholl spite precautions taken columbiad fairly pointed
negative,error however small would enough throw us moon attraction must aimed badly asked michel
neutral,think replied barbicane
positive,perpendicularity gun exact direction zenith spot incontestible moon passing zenith spot ought reach full
negative,another reason escapes arriving late asked nicholl
neutral,late said barbicane
positive,yes continued nicholl
positive,cambridge observatory note says transit ought accomplished ninety seven hours thirteen minutes twenty seconds means say sooner moon point indicated later passed true replied barbicane
neutral,started 1st december thirteen minutes twenty five seconds eleven night ought arrive 5th midnight exact moment moon would full 5th december
neutral,half past three evening half past eight ought see us end journey
positive,arrive might excess speed answered nicholl know initial velocity greater supposed
neutral,hundred times replied barbicane
positive,excess speed direction projectile right would prevented us reaching moon
neutral,deviation
neutral,turned course
neutral,asked nicholl
neutral,cannot say replied barbicane
positive,well barbicane said michel wish know opinion subject finding deviation speak would give half dollar know
neutral,deviated fact
positive,going matters little shall soon see
negative,since borne along space shall end falling center attraction michel ardan indifference content barbicane
negative,uneasy future wanted know cost projectile deviated
neutral,projectile continued course sideways moon mass things thrown
positive,barbicane could even prove elevations served landmarks upon moon two thousand leagues distant speed becoming uniform fresh proof fall
positive,impulsive force still prevailed lunar attraction projectile course certainly bringing nearer moon might hope nearer point weight predominating would cause decided fall
positive,three friends nothing better continued observations could yet determine topographical position satellite every relief leveled reflection solar rays
neutral,watched thus side windows eight clock night
neutral,moon grown large eyes filled half firmament
neutral,sun one side orb night flooded projectile light
neutral,moment barbicane thought could estimate distance separated aim 700 leagues
neutral,speed projectile seemed 200 yards 170 leagues second
neutral,centripetal force base projectile tended toward moon centrifugal still prevailed probable rectilineal course would changed curve sort nature could present determine
negative,barbicane still seeking solution insoluble problem
neutral,hours passed without result
positive,projectile evidently nearing moon also evident would never reach
positive,nearest distance would pass must result two forces attraction repulsion affecting motion
negative,ask one thing said michel may pass near enough penetrate secrets cursed thing caused projectile deviate course cried nicholl
negative,light suddenly broken upon mind barbicane answered cursed meteor crossed path said michel ardan
neutral,mean exclaimed nicholl
neutral,mean said barbicane decided tone mean deviation owing solely meeting erring body even brush us passed said michel
positive,matter
positive,mass compared projectile enormous attraction enough influence course little cried nicholl
neutral,however slight might sufficed modify course projectile
negative,fatality
positive,bold attempt miscarried fortuitous circumstance unless exceptional event could never reach moon disc
positive,would pass near enough able solve certain physical geological questions insoluble
positive,question one occupied minds bold travelers
positive,fate store even dream
positive,would become amid infinite solitudes would soon want air
negative,days would fall stifled wandering projectile
positive,days intrepid fellows century devoted time observe moon longer hoped reach
neutral,distance separated projectile satellite estimated two hundred leagues
positive,conditions regards visibility details disc travelers farther moon inhabitants earth powerful telescopes
neutral,indeed know instrument mounted lord rosse parsonstown magnifies 6 500 times brings moon within apparent distance sixteen leagues
positive,powerful one set long peak orb night magnified 48 000 times brought within less two leagues objects diameter thirty feet seen distinctly
positive,distance topographical details moon observed without glasses could determined precision
neutral,eye caught vast outline immense depressions inappropriately called seas could recognize nature
positive,prominence mountains disappeared splendid irradiation produced reflection solar rays
positive,eye dazzled leaning bath molten silver turned involuntarily oblong form orb quite clear
positive,appeared like gigantic egg small end turned toward earth
positive,indeed moon liquid pliable first days formation originally perfect sphere soon drawn within attraction earth became elongated influence gravitation
negative,becoming satellite lost native purity form center gravity advance center figure fact savants draw conclusion air water taken refuge opposite surface moon never seen earth
neutral,alteration primitive form satellite perceptible moments
