Label,StopwordRemovedSentence
positive,understand friends undertaking work installation earnest enough found land island must nearly possible know distance situated either american continent australia principal archipelagoes pacific fact said reporter instead building house would important build boat chance hundred miles inhabited coast returned harding going try evening calculate latitude lincoln island morrow midday try calculate longitude engineer possessed sextant apparatus angular distance objects measured great precision would difficulty operation
neutral,evening height pole next day passing sun meridian would obtain position island
neutral,one would supply deficiency
neutral,harding entered chimneys
negative,light fire cut two little flat rulers joined together one end form pair compasses whose legs could separate come together
positive,fastening fixed strong acacia thorn found wood pile
positive,instrument finished engineer returned beach necessary take height pole clear horizon sea horizon claw cape hid southern horizon obliged look suitable station
positive,best would evidently shore exposed directly south mercy would crossed difficulty
positive,harding resolved consequence make observation prospect heights taking consideration height level sea height intended calculate next day simple process elementary geometry
positive,settlers therefore went plateau ascending left bank mercy placed edge looked northwest southeast curiously shaped rocks bordered river
neutral,part plateau commanded heights left bank sloped away extremity claw cape southern side island
negative,obstacle intercepted gaze swept horizon semi circle cape reptile end
positive,south horizon lighted first rays moon clearly defined sky
neutral,moment southern cross presented observer inverted position star alpha marking base nearer southern pole
neutral,constellation situated near antarctic pole polar star arctic pole
neutral,star alpha twenty seven degrees cyrus harding knew made allowance calculation
positive,took care also observe moment passed meridian pole would simplify operation
neutral,cyrus harding pointed one leg compasses horizon alpha space two legs gave angular distance separated alpha horizon
neutral,order fix angle obtained fastened thorns two pieces wood third placed transversely separation properly maintained
neutral,done angle calculate bringing back observation level sea taking consideration depression horizon would necessitate measuring height cliff
neutral,value angle would give height alpha consequently pole horizon say latitude island since latitude point globe always equal height pole horizon point
neutral,calculations left next day ten clock every one sleeping soundly
neutral,engineer intended manufacture soap soon could procure necessary materials soda potash fat oil
positive,important question renewing wardrobe would treated proper time place
positive,rate clothes would last least six months longer strong could resist wear manual labor
neutral,would depend situation island regard inhabited land
neutral,would settled day weather permitted
positive,sun rising clear horizon announced magnificent day one beautiful autumn days like last farewells warm season
neutral,necessary complete observations evening measuring height cliff level sea
neutral,shall need instrument similar one used yesterday said herbert engineer
positive,boy replied latter going proceed differently precise way herbert wishing learn everything could followed engineer beach
neutral,pencroft neb reporter remained behind occupied different ways
positive,cyrus harding provided straight stick twelve feet long measured exactly possible comparing height knew hair
neutral,herbert carried plumb line harding given say simple stone fastened end flexible fiber
positive,reached spot twenty feet edge beach nearly five hundred feet cliff rose perpendicularly harding thrust pole two feet sand wedging carefully managed means plumb line erect perpendicularly plane horizon
positive,done retired necessary distance lying sand eye glanced time top pole crest cliff
positive,carefully marked place little stick
neutral,addressing herbert know first principles geometry asked
positive,slightly captain replied herbert wish put forward
positive,remember properties two similar triangles yes replied herbert homologous sides proportional well boy constructed two similar right angled triangles first smallest sides perpendicular pole distance separates little stick foot pole visual ray hypothenuse second sides perpendicular cliff height wish measure distance separates little stick bottom cliff visual ray also forms hypothenuse proves prolongation first triangle ah captain understand cried herbert
negative,distance stick pole distance stick base cliff height pole height cliff herbert replied engineer measured two first distances knowing height pole shall sum proportion give us height cliff save us trouble measuring directly two horizontal distances found means pole whose length sand exactly ten feet
neutral,first distance fifteen feet stick place pole thrust sand
neutral,second distance stick bottom cliff five hundred feet
neutral,measurements finished cyrus harding lad returned chimneys
positive,engineer took flat stone brought back one previous excursions sort slate easy trace figures sharp shell
neutral,proved following proportions 15 500 10 x 500 x 10 5000 5000 15 333 3 proved granite cliff measured 333 feet height
neutral,cyrus harding took instrument made evening space two legs giving angular distance star alpha horizon
neutral,measured exactly opening angle circumference divided 360 equal parts
neutral,angle adding twenty seven degrees separated alpha antarctic pole reducing level sea height cliff observation made found fifty three degrees
neutral,fifty three degrees subtracted ninety degrees distance pole equator remained thirty seven degrees
negative,cyrus harding concluded therefore lincoln island situated thirty seventh degree southern latitude taking consideration imperfection performance error five degrees must situated thirty fifth fortieth parallel
positive,longitude obtained position island would determined engineer hoped attempt day twelve clock moment sun would pass meridian
neutral,decided sunday spent walk rather exploring expedition side island north lake shark gulf time would push discoveries northern side cape south mandible
neutral,would breakfast downs return till evening
neutral,half past eight little band following edge channel
positive,side safety islet numerous birds gravely strutting
negative,divers easily recognized cry much resembles braying donkey
negative,pencroft considered eatable point view learnt satisfaction flesh though blackish bad food
positive,great amphibious creatures could also seen crawling sand seals doubtless appeared chosen islet place refuge
negative,impossible think animals alimentary point view oily flesh detestable however cyrus harding observed attentively without making known idea announced companions soon would pay visit islet
positive,beach strewn innumerable shells would rejoiced heart conchologist among others phasianella terebratual etc
negative,would use discovery neb low tide large oysterbed among rocks nearly five miles chimneys
negative,neb lost day cried pencroft looking spacious oyster bed
positive,really fortunate discovery said reporter said oyster produces yearly fifty sixty thousand eggs shall inexhaustible supply believe oyster nourishing said herbert
neutral,replied harding
neutral,oyster contains little nitrogen man lived exclusively would eat less fifteen sixteen dozen day capital replied pencroft
negative,might swallow dozens dozens without exhausting bed
positive,shall take breakfast without waiting reply proposal knowing would approved sailor neb detached quantity molluscs
neutral,put sort net hibiscus fiber neb manufactured already contained food continued climb coast downs sea
positive,time time harding consulted watch prepared time solar observation made exactly midday
neutral,part island barren far point closed union bay received name cape south mandible
neutral,nothing could seen sand shells mingled debris lava
positive,sea birds frequented desolate coast gulls great albatrosses well wild duck pencroft great fancy
neutral,tried knock arrow without result seldom perched could hit wing
negative,led sailor repeat engineer see captain long one two fowling pieces shall never get anything doubtless pencroft replied reporter depends
neutral,procure us iron barrels steel hammers saltpeter
negative,coal sulphur powder mercury nitric acid fulminate lead shot captain make us first rate guns oh replied engineer might doubt find substances island gun delicate instrument needs particular tools
negative,however shall see later cried pencroft obliged throw overboard weapons us car implements even pocket knives thrown away pencroft balloon would thrown us bottom sea said herbert
positive,say true boy replied sailor
negative,passing another idea think said astounded jonathan forster companions must next morning found place empty machine flown away utterly indifferent knowing may thought said reporter
positive,idea said pencroft satisfied air
positive,splendid idea pencroft replied gideon spilett laughing placed us would rather hands southerners cried sailor especially since captain kind enough come join us would truly replied reporter
positive,besides want
positive,nothing everything replied pencroft laughing shrugging shoulders
neutral,day shall find means going away sooner perhaps imagine friends remarked engineer lincoln island medium distance inhabited island continent
neutral,shall know hour
positive,map pacific memory preserved clear recollection southern part
neutral,latitude obtained yesterday placed new zealand west lincoln island coast chile east
neutral,two countries distance least six thousand miles
positive,therefore determined point great space island occupies longitude give us presently sufficient approximation hope archipelago pomoutous nearest point us latitude asked herbert
positive,yes replied engineer distance separates us twelve hundred miles way asked neb followed conversation extreme interest pointing south
neutral,way nothing replied pencroft
neutral,nothing indeed added engineer
positive,well cyrus asked reporter lincoln island two three thousand miles new zealand chile well replied engineer instead building house build boat master pencroft shall put command well cried sailor quite ready captain soon make craft able keep sea shall necessary replied cyrus harding
negative,men really hesitated nothing talking hour approached observation made
neutral,cyrus harding ascertain passage sun meridian island without instrument sort herbert could guess
neutral,observers six miles chimneys far part downs engineer found enigmatical preservation
positive,halted place prepared breakfast half past eleven
positive,herbert went fresh water stream ran near brought back jug neb provided
neutral,preparations harding arranged everything astronomical observation
positive,chose clear place shore ebbing tide left perfectly level
positive,bed fine sand smooth ice grain place
positive,little importance whether horizontal matter much whether stick six feet high planted rose perpendicularly
negative,contrary engineer inclined towards south say direction coast opposite sun must forgotten settlers lincoln island island situated southern hemisphere saw radiant planet describe diurnal arc northern southern horizon
neutral,herbert understood engineer going proceed ascertain culmination sun say passing meridian island words determine due south
positive,means shadow cast sand stick way want instrument would give suitable approach result wished obtain
positive,fact moment shadow would reach minimum length would exactly twelve clock would enough watch extremity shadow ascertain instant successively diminished began lengthen
positive,inclining stick side opposite sun cyrus harding made shadow longer consequently modifications would easily ascertained
positive,fact longer needle dial easily movement point followed
neutral,shadow stick nothing needle dial
negative,moment come cyrus harding knelt sand little wooden pegs stuck sand began mark successive diminutions stick shadow
positive,companions bending watched operation extreme interest
positive,reporter held chronometer hand ready tell hour marked shadow would shortest
positive,moreover cyrus harding working 16th april day true average time identical hour given gideon spilett would true hour washington would simplify calculation
positive,meanwhile sun slowly advanced shadow slowly diminished appeared cyrus harding beginning increase asked clock one minute past five replied gideon spilett directly
neutral,calculate operation
neutral,nothing could easier
neutral,could seen existed round numbers difference five hours meridian washington lincoln island say midday lincoln island already five clock evening washington
neutral,sun apparent movement round earth traverses one degree four minutes fifteen degrees hour
neutral,fifteen degrees multiplied five hours give seventy five degrees
neutral,since washington 77deg 3 11 much say seventy seven degrees counted meridian greenwich americans take starting point longitudes concurrently english followed island must situated seventy seven seventy five degrees west meridian greenwich say hundred fifty second degree west longitude
positive,cyrus harding announced result companions taking consideration errors observation done latitude believed could positively affirm position lincoln island thirty fifth thirty seventh parallel hundred fiftieth hundred fifty fifth meridian west meridian greenwich
negative,possible fault attributed errors observation may seen five degrees sides sixty miles degree would give error three hundred miles latitude longitude exact position
neutral,error would influence determination necessary take
positive,evident lincoln island distance every country island would hazardous attempt reach one frail boat
neutral,fact calculation placed least twelve hundred miles tahiti islands archipelago pomoutous eighteen hundred miles new zealand four thousand five hundred miles american coast
neutral,cyrus harding consulted memory could remember way island occupied part pacific situation assigned lincoln island
neutral,well sir asked shall day captain pleases replied reporter
neutral,till engineer companions brickmakers potters become metallurgists
neutral,day breakfast explored far point mandible cape seven miles distant chimneys
neutral,long series downs ended soil volcanic appearance
positive,longer high cliffs prospect heights strange capricious border surrounded narrow gulf two capes formed mineral matter thrown volcano
neutral,arrived point settlers retraced steps nightfall entered chimneys sleep question knowing whether could think leaving lincoln island definitely settled
neutral,twelve hundred miles separated island pomoutous island considerable distance
negative,boat could cross especially approach bad season
neutral,pencroft expressly declared
negative,construct simple boat even necessary tools difficult work colonists tools must begin making hammers axes adzes saws augers planes etc would take time
positive,decided therefore would winter lincoln island would look comfortable dwelling chimneys pass winter months
positive,anything else could done necessary make iron ore engineer observed traces northwest part island fit use converting either iron steel
positive,metals generally found ground pure state
neutral,part combined oxygen sulphur
neutral,case two specimens cyrus harding brought back one magnetic iron carbonated pyrite also called sulphuret iron
positive,therefore first oxide iron must reduce coal say get rid oxygen obtain pure state
positive,reduction made subjecting ore coal high temperature either rapid easy catalan method advantage transforming ore iron single operation blast furnace first smelts ore changes iron carrying away three four per cent
neutral,coal combined
neutral,cyrus harding wanted iron wished obtain soon possible
positive,ore picked pure rich
negative,oxydulous iron found confused masses deep gray color gives black dust crystallized form regular octahedron
positive,native lodestones consist ore iron first quality made europe sweden norway abundantly supplied
neutral,far vein vein coal already made use settlers
neutral,ingredients manufacture close together would greatly facilitate treatment ore
positive,cause wealth mines great britain coal aids manufacture metal extracted soil time
positive,captain said pencroft going work iron ore yes friend replied engineer something please must begin seal hunt islet seal hunt cried sailor turning towards gideon spilett
neutral,seals needed make iron since cyrus said replied reporter
positive,engineer already left chimneys pencroft prepared seal hunt without received explanation
neutral,cyrus harding herbert gideon spilett neb sailor soon collected shore place channel left ford passable low tide
neutral,hunters could therefore traverse without getting wet higher knee
neutral,harding put foot islet first companions second time
neutral,landing hundreds penguins looked fearlessly
negative,hunters armed sticks could killed easily guilty useless massacre important frighten seals lying sand several cable lengths
positive,also respected certain innocent looking birds whose wings reduced state stumps spread like fins ornamented feathers scaly appearance
positive,settlers therefore prudently advanced towards north point walking ground riddled little holes formed nests sea birds
positive,towards extremity islet appeared great black heads floating water exactly appearance rocks motion
neutral,seals captured
positive,necessary however first allow land close short hair fusiform conformation excellent swimmers difficult catch sea land short webbed feet prevent slow waddling movement
neutral,pencroft knew habits creatures advised waiting till stretched sand sun long would send sleep
negative,must manage cut retreat knock head
neutral,hunters concealed behind rocks waited silently
neutral,hour passed seals came play sand
neutral,could count half dozen
negative,pencroft herbert went round point islet take rear cut retreat
negative,time cyrus harding spilett neb crawling behind rocks glided towards future scene combat
neutral,tall figure sailor appeared
neutral,pencroft shouted
neutral,engineer two companions threw sea seals
negative,two animals soon lay dead sand rest regained sea safety
neutral,seals required captain said sailor advancing towards engineer
neutral,capital replied harding
negative,make bellows bellows cried pencroft
neutral,well
positive,lucky seals fact blowing machine necessary treatment ore engineer wished manufacture skins amphibious creatures
neutral,medium size length exceed six feet
neutral,resembled dog head
negative,useless burden weight animals neb pencroft resolved skin spot cyrus harding reporter continued explore islet
positive,sailor negro cleverly performed operation three hours afterwards cyrus harding disposal two seals skins intended use state without subjecting tanning process
neutral,settlers waited till tide low crossing channel entered chimneys
negative,skins stretched frame wood sewn means fibers preserve air without allowing much escape
positive,cyrus harding nothing two steel blades top collar yet clever companions aided much intelligence three days afterwards little colony stock tools augmented blowing machine destined inject air midst ore subjected heat indispensable condition success operation
neutral,morning 20th april began metallic period reporter called notes
neutral,engineer decided said operate near veins coal ore according observations veins situated foot northeast spurs mount franklin say distance six miles home
positive,impossible therefore return every day chimneys agreed little colony camp hut branches important operation could followed night day
neutral,settled set morning
negative,neb pencroft dragged bellows hurdle also quantity vegetables animals besides could renew way
neutral,road led jacamar wood traversed obliquely southeast northwest thickest part
positive,necessary beat path would future form direct road prospect heights mount franklin
positive,trees belonging species already discovered magnificent
negative,herbert found new ones among others pencroft called sham leeks spite size liliaceous family onion chive shallot asparagus
positive,trees produce ligneous roots cooked excellent fermentation agreeable liquor made
positive,therefore made good store roots
neutral,journey wood long lasted whole day allowed plenty time examining flora fauna
positive,top took special charge fauna ran grass brushwood putting sorts game
negative,herbert gideon spilett killed two kangaroos bows arrows also animal strongly resembled hedgehog ant eater
positive,like first rolled ball bristled spines second sharp claws long slender snout terminated bird beak extendible tongue covered little thorns served hold insects
positive,pot asked pencroft naturally like excellent piece beef replied herbert
neutral,ask replied sailor
negative,excursion saw several wild boars however offer attack little band appeared would meet dangerous beasts thick part wood reporter thought saw paces among lower branches tree animal took bear tranquilly began draw
positive,happily gideon spilett animal question belong redoubtable family plantigrades
positive,koala better known name sloth size large dog stiff hair dirty color paws armed strong claws enabled climb trees feed leaves
negative,identified animal disturb gideon spilett erased bear title sketch putting koala place journey resumed
neutral,five clock evening cyrus harding gave signal halt
positive,outside forest beginning powerful spurs supported mount franklin towards west
positive,distance hundred feet flowed red creek consequently plenty fresh water within reach
neutral,camp soon organized
neutral,less hour edge forest among trees hut branches interlaced creepers pasted clay offered tolerable shelter
neutral,geological researches put till next day
neutral,supper prepared good fire blazed hut roast turned eight clock one settlers watched keep fire case wild beasts prowl neighborhood others slept soundly
neutral,next day 21st april cyrus harding accompanied herbert went look soil ancient formation already discovered specimen ore
neutral,found vein ground near source creek foot one northeastern spurs
positive,ore rich iron enclosed fusible veinstone perfectly suited mode reduction engineer intended employ catalan method simplified used corsica
neutral,fact catalan method properly called requires construction kilns crucibles ore coal placed alternate layers transformed reduced cyrus harding intended economize constructions wished simply form ore coal cubic mass center would direct wind bellows
positive,doubtless proceeding employed tubalcain first metallurgists inhabited world
positive,succeeded grandson adam still yielded good results countries rich ore fuel could succeed settlers lincoln island
negative,coal well ore collected without trouble surface ground
positive,first broke ore little pieces cleansed hand impurities soiled surface
positive,coal ore arranged heaps successive layers charcoal burner wood wishes carbonize
neutral,way influence air projected blowing machine coal would transformed carbonic acid oxide carbon use reduce oxide iron say rid oxygen
neutral,thus engineer proceeded
neutral,bellows sealskin furnished extremity nozzle clay previously fabricated pottery kiln established near heap ore
positive,using mechanism consisted frame cords fiber counterpoise threw mass abundance air raising temperature also concurred chemical transformation produce time pure iron
negative,operation difficult
negative,patience ingenuity settlers needed last succeeded result lump iron reduced spongy state necessary shingle fagot say forge expel liquefied veinstone
negative,amateur smiths course hammer worse situation first metallurgist therefore doubt
positive,handle fixed first lump used hammer forge second granite anvil thus obtained coarse useful metal
positive,length many trials much fatigue 25th april several bars iron forged transformed tools crowbars pincers pickaxes spades etc pencroft neb declared real jewels
neutral,metal yet serviceable state steel
neutral,steel combination iron coal extracted either liquid ore taking excess coal iron adding coal wanting
positive,first obtained decarburation metal gives natural puddled steel second produced carburation iron gives steel cementation
positive,last cyrus harding intended forge possessed iron pure state
positive,succeeded heating metal powdered coal crucible previously manufactured clay suitable purpose
neutral,worked steel malleable hot cold hammer
positive,neb pencroft cleverly directed made hatchets heated red hot plunged suddenly cold water acquired excellent temper
neutral,instruments course roughly fashioned also manufactured blades planes axes hatchets pieces steel transformed saws chisels iron spades pickaxes hammers nails etc
positive,last 5th may metallic period ended smiths returned chimneys new work would soon authorize take fresh title
positive,sky obscured days importance make preparations winter
negative,however temperature yet much lower centigrade thermometer transported lincoln island would still marked average ten twelve degrees zero
positive,surprising since lincoln island probably situated thirty fifth fortieth parallel would subject southern hemisphere climate sicily greece northern hemisphere
negative,greece sicily severe cold producing snow ice doubtless would lincoln island severest part winter advisable provide
negative,case cold yet threaten rainy season would begin lonely island exposed fury elements mid ocean bad weather would frequent probably terrible
positive,question comfortable dwelling chimneys must therefore seriously considered promptly resolved
positive,pencroft naturally predilection retreat discovered well understood another must found
negative,chimneys already visited sea circumstances known would exposed similar accident
neutral,besides added cyrus harding day talking things companions precautions take
neutral,island inhabited said reporter
negative,probable replied engineer although yet explored interior human beings found fear dangerous animals may abound
negative,necessary guard possible attack shall obliged watch every night keep fire
neutral,friends must foresee everything
positive,part pacific often frequented malay pirates said herbert distance land yes boy replied engineer
negative,pirates bold sailors well formidable enemies must take measures accordingly well replied pencroft fortify savages two legs well savages four
positive,captain best explore every part island undertaking anything else would best added gideon spilett
positive,knows might find opposite side one caverns searched vain true replied engineer forget friends necessary establish neighborhood watercourse summit mount franklin could see towards west either stream river
positive,contrary placed mercy lake grant advantage must neglected
negative,besides side looking towards east exposed trade winds hemisphere blow northwest captain replied sailor let us build house edge lake
neutral,neither bricks tools wanting
positive,brickmakers potters smelters smiths shall surely know masons yes friend coming decision must consider matter thoroughly
positive,natural dwelling would spare us much work would surer retreat would well defended enemies interior outside true cyrus replied reporter already examined mass granite hole cranny one added pencroft
positive,ah able dig dwelling cliff good height reach harm would capital
positive,see front looks seaward five six rooms windows light said herbert laughing
neutral,staircase climb added neb
negative,laughing cried sailor
neutral,impossible propose
neutral,got pickaxes spades
neutral,captain harding able make powder blow mine
positive,true captain make powder day want cyrus harding listened enthusiastic pencroft developing fanciful projects
negative,attack mass granite even mine herculean work really vexing nature could help need
neutral,engineer reply sailor except proposing examine cliff attentively mouth river angle terminated north
positive,went therefore exploration made extreme care extent nearly two miles
positive,place bare straight cliff could cavity found
neutral,nests rock pigeons fluttered summit reality holes bored top irregular edge granite
negative,provoking circumstance attacking cliff either pickaxe powder effect sufficient excavation thought
negative,happened part shore pencroft discovered habitable shelter say chimneys abandoned
negative,exploration ended colonists found north angle cliff terminated long slopes died away shore
neutral,place extreme limit west formed sort declivity thick mass stones earth sand bound together plants bushes grass inclined angle forty five degrees
neutral,clumps trees grew slopes also carpeted thick grass
positive,vegetation extend far long sandy plain began foot slopes reached beach
neutral,cyrus harding thought without reason overplus lake must overflow side
negative,excess water furnished red creek must also escape channel
positive,engineer yet found channel part shore already explored say mouth stream west prospect heights
neutral,engineer proposed companions climb slope return chimneys heights exploring northern eastern shores lake
positive,proposal accepted minutes herbert neb upper plateau
neutral,cyrus harding gideon spilett pencroft followed sedate steps
positive,beautiful sheet water glittered trees rays sun
positive,direction country charming
neutral,eye feasted groups trees
neutral,old trunks bent age showed black verdant grass covered ground
positive,crowds brilliant cockatoos screamed among branches moving prisms hopping one bough another
positive,settlers instead going directly north bank lake made circuit round edge plateau join mouth creek left bank
neutral,detour mile half
positive,walking easy trees widely spread left considerable space
positive,fertile zone evidently stopped point vegetation would less vigorous part course creek mercy
positive,cyrus harding companions walked new ground great care
negative,bows arrows sticks sharp iron points weapons
positive,however wild beast showed probable animals frequented rather thick forests south settlers disagreeable surprise seeing top stop snake great size measuring fourteen fifteen feet length
negative,neb killed blow stick
positive,cyrus harding examined reptile declared venomous belonged species diamond serpents natives new south wales rear
positive,possible others existed whose bite mortal deaf vipers forked tails rise feet winged snakes furnished two ears enable proceed great rapidity
positive,top first moment surprise began reptile chase eagerness feared safety
neutral,master called back directly
positive,mouth red creek place entered lake soon reached
neutral,explorers recognized opposite shore point visited descent mount franklin
neutral,cyrus harding ascertained flow water creek considerable
negative,nature must therefore provided place escape overplus
positive,doubtless formed fall could discovered would great use
neutral,colonists walking apart straying far began skirt edge lake steep
positive,water appeared full fish pencroft resolved make fishing rods try catch
neutral,northeast point first doubled
neutral,might supposed discharge water place extremity lake almost level edge plateau
neutral,signs discovered colonists continued explore bank slight bend descended parallel shore
neutral,side banks less woody clumps trees added picturesqueness country
negative,lake grant viewed thence extent breath disturbed surface waters
positive,top beating bushes put flocks birds different kinds gideon spilett herbert saluted arrows
neutral,one hit lad fell marshy grass
positive,top rushed forward brought beautiful swimming bird slate color short beak developed frontal plate wings edged white
neutral,coot size large partridge belonging group macrodactyls form transition order wading birds palmipeds
positive,sorry game truth flavor far pleasant
positive,top particular things masters agreed coot supper
positive,settlers following eastern bank lake would long reaching part already knew
positive,engineer much surprised seeing indication discharge water
neutral,reporter sailor talked could conceal astonishment
positive,moment top quiet till gave signs agitation
positive,intelligent animal went backwards forwards shore stopped suddenly looked water one paw raised pointing invisible game barked furiously suddenly silent
positive,neither cyrus harding companions first paid attention top behavior dog barking soon became frequent engineer noticed
positive,top asked
negative,dog bounded towards master seeming uneasy rushed towards bank
neutral,plunged lake
positive,top cried cyrus harding like dog venture treacherous water
neutral,happening asked pencroft examining surface lake
positive,top smells amphibious creature replied herbert
neutral,alligator perhaps said reporter
neutral,think replied harding
positive,alligators met regions less elevated latitude meanwhile top returned master call regained shore could stay quiet plunged among tall grass guided instinct appeared follow invisible slipping along surface water
negative,however water calm ripple disturbed surface
negative,several times settlers stopped bank observed attentively
neutral,nothing appeared
neutral,mystery
negative,engineer puzzled
positive,let us pursue exploration end said
positive,half hour arrived southeast angle lake prospect heights
neutral,point examination banks lake considered finished yet engineer able discover waters discharged
positive,doubt overflow exists repeated since visible must go granite cliff west importance attach knowing dear cyrus asked gideon spilett
positive,considerable importance replied engineer flows cliff probably cavity would easy render habitable turning away water possible captain water flows away bottom lake said herbert reaches sea subterranean passage might replied engineer shall obliged build house since nature done us colonists begin traverse plateau return chimneys top gave new signs agitation
neutral,barked fury master could restrain plunged second time lake
neutral,ran towards bank
neutral,dog already twenty feet cyrus calling back enormous head emerged water appear deep place
positive,herbert recognized directly species amphibian tapering head large eyes adorned long silky mustaches belonged
negative,lamantin cried
neutral,lamantin one species order cetaceans bear name dugong nostrils open upper part snout
negative,enormous animal rushed dog tried escape returning towards shore
positive,master could nothing save gideon spilett herbert thought bending bows top seized dugong disappeared beneath water
positive,neb iron tipped spear hand wished go top help attack dangerous animal element
positive,neb said engineer restraining courageous servant
negative,meanwhile struggle going beneath water inexplicable struggle situation top could possibly resist judging bubbling surface must also terrible struggle could terminate death dog
positive,suddenly middle foaming circle top reappeared
positive,thrown air unknown power rose ten feet surface lake fell midst agitated waters soon gained shore without severe wounds miraculously saved
neutral,cyrus harding companions could understand
negative,less inexplicable struggle still appeared going
negative,doubtless dugong attacked powerful animal released dog fighting account
neutral,last long
neutral,water became red blood body dugong emerging sheet scarlet spread around soon stranded little beach south angle lake
neutral,colonists ran towards
negative,dugong dead
neutral,enormous animal fifteen sixteen feet long must weighed three four thousand pounds
neutral,neck wound appeared produced sharp blade
negative,could amphibious creature terrible blow destroyed formidable dugong
positive,one could tell much interested incident harding companions returned chimneys
positive,engineer reporter soon reached little beach dugong stranded
negative,already flocks birds attacked mass flesh driven away stones cyrus wished keep fat use colony
positive,animal flesh would furnish excellent food islands malay archipelago elsewhere especially reserved table native princes
neutral,neb affair
neutral,moment cyrus harding thoughts
positive,much interested incident day
negative,wished penetrate mystery submarine combat ascertain monster could given dugong strange wound
positive,remained edge lake looking observing nothing appeared tranquil waters sparkled first rays rising sun
neutral,beach lay body dugong water tolerably shallow point bottom lake sloped gradually probable depth considerable center
neutral,lake might considered large center basin filled water red creek
positive,well cyrus said reporter seems nothing suspicious water dear spilett replied engineer really know account incident yesterday acknowledge returned spilett wound given creature least strange cannot explain either top vigorously cast water
positive,one could thought powerful arm hurled arm dagger killed dugong yes replied engineer become thoughtful something cannot understand
positive,better understand either dear spilett way saved drawn waves carried downs
neutral,
positive,true
positive,feel sure mystery doubtless shall discover day
neutral,let us observe dwell singular incidents companions
neutral,let us keep remarks continue work remembered engineer yet able discover place surplus water escaped knew must exist somewhere
positive,much surprised see strong current place
neutral,throwing bits wood found set towards southern angle
neutral,followed current arrived south point lake
negative,sort depression water suddenly lost fissure ground
neutral,harding listened placing ear level lake distinctly heard noise subterranean fall
positive,said rising discharge water doubtless passage granite cliff joins sea cavities use profit
negative,well find engineer cut long branch stripped leaves plunging angle two banks found large hole one foot beneath surface water
negative,hole opening long looked vain force current branch torn engineer hands disappeared
negative,doubt repeated harding
neutral,outlet lay open view asked gideon spilett
neutral,lowering level water lake three feet lower level opening another outlet larger place cyrus part bank nearest coast mass granite observed spilett
positive,well replied cyrus harding blow granite water escaping subside lay bare opening make waterfall falling beach added reporter
neutral,fall shall make use replied cyrus
positive,come come engineer hurried away companion whose confidence harding doubt enterprise would succeed
negative,yet granite wall opened without powder imperfect instruments
positive,work upon engineer bent strength
neutral,harding reporter entered chimneys found herbert pencroft unloading raft wood
positive,woodmen finished captain said sailor laughing want masons masons chemists replied engineer
negative,yes added reporter going blow island blow island cried pencroft
neutral,part least replied spilett
neutral,listen friends said engineer
neutral,made known result observations
positive,according cavity less considerable must exist mass granite supported prospect heights intended penetrate
positive,opening water rushed must first cleared level lowered making larger outlet
neutral,therefore explosive substance must manufactured would make deep trench part shore
neutral,harding going attempt minerals nature placed disposal
negative,useless say enthusiasm especially pencroft received project
positive,employ great means open granite create cascade suited sailor
neutral,would soon chemist mason bootmaker since engineer wanted chemicals
positive,would liked even professor dancing deportment said neb ever necessary
neutral,neb pencroft first told extract grease dugong keep flesh destined food
positive,perfect confidence engineer set directly without even asking question
neutral,minutes cyrus harding herbert gideon spilett dragging hurdle went towards vein coals shistose pyrites abound met recent transition soil harding already found specimen
neutral,day employed carrying quantity stones chimneys evening several tons
neutral,next day 8th may engineer began manipulations
neutral,shistose pyrites composed principally coal flint alumina sulphuret iron latter excess necessary separate sulphuret iron transform sulphate rapidly possible
neutral,sulphate obtained sulphuric acid could extracted
neutral,object attained
positive,sulphuric acid one agents frequently employed manufacturing importance nation measured consumption made
positive,acid would later great use settlers manufacturing candles tanning skins etc time engineer reserved another use
positive,cyrus harding chose behind chimneys site ground perfectly level
neutral,ground placed layer branches chopped wood piled pieces shistose pyrites buttressed one whole covered thin layer pyrites previously reduced size nut
negative,done set fire wood heat communicated shist soon kindled since contains coal sulphur
neutral,new layers bruised pyrites arranged form immense heap exterior covered earth grass several air holes left stack wood carbonized make charcoal
neutral,left transformation complete would take less ten twelve days sulphuret iron changed sulphate iron alumina sulphate alumina two equally soluble substances others flint burnt coal cinders
neutral,chemical work going cyrus harding proceeded operations pursued zeal eagerness
neutral,neb pencroft taken away fat dugong placed large earthen pots
neutral,necessary separate glycerine fat saponifying
neutral,obtain result treated either soda lime
negative,fact one substances attacked fat would form soap separating glycerine glycerine engineer wished obtain
negative,want lime treatment lime would give calcareous soap insoluble consequently useless treatment soda would furnish contrary soluble soap could put domestic use
positive,practical man like cyrus harding would rather try obtain soda
negative,difficult
neutral,marine plants abounded shore glass wort ficoides fucaceae form wrack
neutral,large quantity plants collected first dried burnt holes open air
positive,combustion plants kept several days result compact gray mass long known name natural soda obtained engineer treated fat soda gave soluble soap neutral substance glycerine
neutral,
positive,cyrus harding still needed view future preparation another substance nitrate potash better known name salt niter saltpeter
positive,cyrus harding could manufactured substance treating carbonate potash would easily extracted cinders vegetables azotic acid
positive,acid wanting would difficulty nature happily furnished saltpeter without giving trouble picking
neutral,herbert found vein foot mount franklin nothing purify salt
neutral,different works lasted week
positive,finished transformation sulphuret sulphate iron accomplished
