Label,StopwordRemovedSentence
neutral,aluminum replied barbicane
negative,aluminum cried three colleagues chorus
neutral,unquestionably friends
positive,valuable metal possesses whiteness silver indestructibility gold tenacity iron fusibility copper lightness glass
positive,easily wrought widely distributed forming base rocks three times lighter iron seems created express purpose furnishing us material projectile dear president said major cost price aluminum extremely high first discovery fallen nine dollars pound still nine dollars pound replied major willing readily give even enormous price undoubtedly dear major beyond reach projectile weigh asked morgan
neutral,result calculations replied barbicane
negative,shot 108 inches diameter twelve inches thickness would weigh cast iron 67 440 pounds cast aluminum weight reduced 19 250 pounds capital cried major know nine dollars pound projectile cost one hundred seventy three thousand fifty dollars 173 050
neutral,know quite well
negative,fear friends money wanting enterprise
neutral,answer
neutral,say aluminum gentlemen adopted replied three members committee
neutral,ended first meeting
neutral,question projectile definitely settled
negative,timid people took fright idea shot weighing 20 000 pounds launched space asked cannon could ever transmit sufficient velocity mighty mass
neutral,minutes second meeting destined triumphantly answer questions
neutral,following evening discussion renewed
positive,dear colleagues said barbicane without preamble subject us construction engine length composition weight
positive,probable shall end giving gigantic dimensions however great may difficulties way mechanical genius readily surmount
positive,good enough give attention hesitate make objections close
negative,fear
negative,problem us communicate initial force 12 000 yards per second shell 108 inches diameter weighing 20 000 pounds
positive,projectile launched space happens
positive,acted upon three independent forces resistance air attraction earth force impulsion endowed
neutral,let us examine three forces
positive,resistance air little importance
neutral,atmosphere earth exceed forty miles
negative,given rapidity projectile traversed five seconds period brief resistance medium regarded otherwise insignificant
positive,proceding attraction earth weight shell know weight diminish inverse ratio square distance
neutral,body left falls surface earth falls five feet first second body removed 257 542 miles words distance moon fall would reduced half line first second
positive,almost equivalent state perfect rest
neutral,business overcome progressively action gravitation
negative,mode accomplishing force impulsion difficulty broke major
positive,true replied president overcome force impulsion depend length engine powder employed latter limited resisting power former
neutral,business day dimensions cannon present time said barbicane longest guns exceeded twenty five feet length
positive,shall therefore astonish world dimensions shall obliged adopt
positive,must evidently gun great range since length piece increase detention gas accumulated behind projectile advantage passing certain limits quite said major
negative,rule case ordinarily length gun twenty twenty five times diameter shot weight two hundred thirty five two hundred forty times shot enough cried j maston impetuously
positive,agree good friend fact following proportion projectile nine feet diameter weighing 30 000 pounds gun would length two hundred twenty five feet weight 7 200 000 pounds ridiculous rejoined maston
positive,well take pistol think replied barbicane propose quadruple length construct gun nine hundred feet general major offered objections nevertheless proposition actively supported secretary definitely adopted
neutral,said elphinstone thickness must give thickness six feet replied barbicane
positive,surely think mounting mass like upon carriage asked major
positive,would superb idea though said maston
neutral,impracticable replied barbicane
negative,think sinking engine earth alone binding hoops wrought iron finally surrounding thick mass masonry stone cement
positive,piece cast must bored great precision preclude possible windage
negative,loss whatever gas expansive force powder employed propulsion one simple question said elphinstone gun rifled certainly replied barbicane require enormous initial velocity well aware shot quits rifled gun less rapidly smooth bore true rejoined major
neutral,committee adjourned minutes tea sandwiches
neutral,discussion renewed gentlemen said barbicane must take consideration metal employed
positive,cannon must possessed great tenacity great hardness infusible heat indissoluble inoxidable corrosive action acids doubt replied major shall employ immense quantity metal shall loss choice well said morgan propose best alloy hitherto known consists one hundred parts copper twelve tin six brass admit replied president composition yielded excellent results present case would expensive difficult work
positive,think ought adopt material excellent way low price cast iron
positive,advice major quite agree replied elphinstone
positive,fact continued barbicane cast iron costs ten times less bronze easy cast runs readily moulds sand easy manipulation economical money time
negative,addition excellent material well remember war siege atlanta iron guns fired one thousand rounds intervals twenty minutes without injury cast iron brittle though replied morgan
positive,yes possesses great resistance
negative,ask worthy secretary calculate weight cast iron gun bore nine feet thickness six feet metal moment replied maston
positive,dashing algebraical formulae marvelous facility minute two declared following result cannon weigh 68 040 tons
negative,two cents pound cost two million five hundred ten thousand seven hundred one dollars maston major general regarded barbicane uneasy looks
neutral,well gentlemen replied president repeat said yesterday
positive,make easy millions wanting assurance president committee separated fixed third meeting following evening
neutral,public awaited interest final decision
neutral,size projectile length cannon settled would quantity powder necessary produce impulsion
positive,generally asserted gunpowder invented fourteenth century monk schwartz paid grand discovery life
positive,however pretty well proved story ought ranked among legends middle ages
neutral,gunpowder invented one lineal successor greek fire like composed sulfur saltpeter
neutral,persons acquainted mechanical power gunpowder
positive,precisely necessary understood order comprehend importance question submitted committee
neutral,litre gunpowder weighs two pounds combustion produces 400 litres gas
neutral,gas liberated acted upon temperature raised 2 400 degrees occupies space 4 000 litres consequently volume powder volume gas produced combustion 1 4 000
negative,one may judge therefore tremendous pressure gas compressed within space 4 000 times confined
neutral,course well known members committee met following evening
negative,first speaker occasion major elphinstone director gunpowder factories war
neutral,gentlemen said distinguished chemist begin figures serve basis calculation
positive,old 24 pounder shot required discharge sixteen pounds powder certain amount broke barbicane
positive,quite certain replied major
neutral,armstrong cannon employs seventy five pounds powder projectile eight hundred pounds rodman columbiad uses one hundred sixty pounds powder send half ton shot distance six miles
positive,facts cannot called question raised point depositions taken committee artillery quite true said general
positive,well replied major figures go prove quantity powder increased weight shot say 24 pounder shot requires sixteen pounds powder words ordinary guns employ quantity powder equal two thirds weight projectile proportion constant
neutral,calculate see place three hundred thirty three pounds powder quantity reduced one hundred sixty pounds aiming asked president
positive,push theory extremes dear major said j maston get soon shot becomes sufficiently heavy require powder friend maston always jokes even serious matters cried major let make mind easy going presently propose gunpowder enough satisfy artillerist propensities
negative,keep statistical facts say war largest guns weight powder reduced result experience tenth part weight shot perfectly correct said morgan deciding quantity powder necessary give impulse think would well shall employ large grained powder continued major combustion rapid small doubt replied morgan destructive ends enlarging bore pieces granted injurious gun destined perform long service columbiad
negative,shall run danger explosion necessary powder take fire instantaneously order mechanical effect may complete must said maston several touch holes fire different points time certainly replied elphinstone render working piece difficult
positive,return large grained powder removes difficulties
negative,columbiad charges rodman employed powder large chestnuts made willow charcoal simply dried cast iron pans
negative,powder hard glittering left trace upon hand contained hydrogen oxygen large proportion took fire instantaneously though destructive sensibly injure mouth piece point barbicane kept aloof discussion left others speak listened evidently got idea
neutral,simply said well friends quantity powder propose three members looked one another
neutral,two hundred thousand pounds last said morgan
neutral,five hundred thousand added major
negative,eight hundred thousand screamed maston
negative,moment silence followed triple proposal last broken president
negative,gentlemen quietly said start principle resistance gun constructed given conditions unlimited
positive,shall surprise friend maston stigmatizing calculations timid propose double 800 000 pounds powder sixteen hundred thousand pounds shouted maston leaping seat
positive,shall come ideal cannon half mile long see 1 600 000 pounds occupy space 20 000 cubic feet since contents cannon exceed 54 000 cubic feet would half full bore long enough gas communicate projectile sufficient impulse nevertheless said president hold quantity powder
neutral,1 600 000 pounds powder create 6 000 000 000 litres gas
neutral,six thousand millions
neutral,quite understand done said general
positive,thing simple must reduce enormous quantity powder preserving mechanical power good means going tell replied barbicane quietly
positive,nothing easy reduce mass one quarter bulk
positive,know curious cellular matter constitutes elementary tissues vegetable
positive,substance found quite pure many bodies especially cotton nothing seeds cotton plant
neutral,cotton combined cold nitric acid become transformed substance eminently insoluble combustible explosive
neutral,first discovered 1832 braconnot french chemist called xyloidine
negative,1838 another frenchman pelouze investigated different properties finally 1846 schonbein professor chemistry bale proposed employment purposes war
positive,powder called pyroxyle fulminating cotton prepared great facility simply plunging cotton fifteen minutes nitric acid washing water drying ready use nothing could simple said morgan
neutral,moreover pyroxyle unaltered moisture valuable property us inasmuch would take several days charge cannon
positive,ignites 170 degrees place 240 combustion rapid one may set light top ordinary powder without latter time ignite perfect exclaimed major
negative,expensive matter cried j maston
positive,finally imparts projectiles velocity four times superior gunpowder
neutral,even add mix one eighth weight nitrate potassium expansive force considerably augmented necessary asked major
neutral,think replied barbicane
positive,place 1 600 000 pounds powder shall 400 000 pounds fulminating cotton since without danger compress 500 pounds cotton twenty seven cubic feet whole quantity occupy height 180 feet within bore columbiad
negative,way shot 700 feet bore traverse force 6 000 000 000 litres gas taking flight toward moon juncture j maston could repress emotion flung arms friend violence projectile barbicane would stove boom proof
neutral,incident terminated third meeting committee
negative,barbicane bold colleagues nothing seemed impossible succeeding solving complex problems projectile cannon powder
neutral,plan drawn remained put execution
positive,mere matter detail bagatelle said j maston
neutral,followed day day discussion committee
positive,simple preparations great experiment questions figures involved mechanical difficulties resolved one word entire plan work roused popular excitement highest pitch
positive,purely scientific attraction suddenly intensified following incident seen legions admirers friends barbicane project rallied round author
negative,however one single individual alone states union protested attempt gun club
positive,attacked furiously every opportunity human nature barbicane felt keenly opposition one man applause others
positive,well aware motive antipathy origin solitary enmity cause personality old standing rivalry self love rise
negative,persevering enemy president gun club never seen
positive,fortunate meeting two men would certainly attended serious consequences
negative,rival man science like barbicane fiery daring violent disposition pure yankee
neutral,name captain nicholl lived philadelphia
negative,people aware curious struggle arose federal war guns armor iron plated ships
neutral,result entire reconstruction navy continents one grew heavier became thicker proportion
neutral,merrimac monitor tennessee weehawken discharged enormous projectiles armor clad projectiles others
positive,fact others would grand principle immortality upon rests whole art war
positive,barbicane great founder shot nicholl great forger plates one cast night day baltimore forged day night philadelphia
neutral,soon ever barbicane invented new shot nicholl invented new plate followed current ideas essentially opposed
positive,happily citizens useful country distance fifty sixty miles separated one another never yet met
negative,two inventors advantage difficult decide results obtained
positive,last accounts however would seem armor plate would end give way shot nevertheless competent judges doubts point
positive,last experiment cylindro conical projectiles barbicane stuck like many pins nicholl plates
negative,day philadelphia iron forger believed victorious could evince contempt enough rival afterward substituted conical shot simple 600 pound shells moderate velocity captain obliged give
positive,fact projectiles knocked best metal plate shivers
positive,matters stage victory seemed rest shot war came end day nicholl completed new armor plate wrought steel
positive,masterpiece kind bid defiance projectiles world
negative,captain conveyed polygon washington challenging president gun club break
positive,barbicane peace declared declined try experiment
negative,nicholl furious offered expose plate shock shot solid hollow round conical
positive,refused president choose compromise last success
negative,nicholl disgusted obstinacy tried tempt barbicane offering every chance
negative,proposed fix plate within two hundred yards gun
negative,barbicane still obstinate refusal
neutral,hundred yards
neutral,even seventy five
neutral,fifty roared captain newspapers
neutral,twenty five yards
positive,stand behind barbicane returned answer even captain nicholl would good stand front would fire
negative,nicholl could contain reply threw hints cowardice man refused fire cannon shot pretty near afraid artillerists fight six miles distance substituting mathematical formulae individual courage
positive,insinuations barbicane returned answer perhaps never heard absorbed calculations great enterprise
positive,famous communication made gun club captain wrath passed bounds intense jealousy mingled feeling absolute impotence
neutral,invent anything beat 900 feet columbiad
neutral,armor plate could ever resist projectile 30 000 pounds weight
negative,overwhelmed first violent shock recovered resolved crush proposal weight arguments
negative,violently attacked labors gun club published number letters newspapers endeavored prove barbicane ignorant first principles gunnery
positive,maintained absolutely impossible impress upon body whatever velocity 12 000 yards per second even velocity projectile weight could transcend limits earth atmosphere
positive,still even regarding velocity acquired granting sufficient shell could resist pressure gas developed ignition 1 600 000 pounds powder supposing resist pressure would less able support temperature would melt quitting columbiad fall back red hot shower upon heads imprudent spectators
positive,barbicane continued work without regarding attacks
neutral,nicholl took question aspects
negative,without touching upon uselessness points view regarded experiment fraught extreme danger citizens might sanction presence reprehensible spectacle also towns neighborhood deplorable cannon
positive,also observed projectile succeed reaching destination result absolutely impossible must inevitably fall back upon earth shock mass multiplied square velocity would seriously endanger every point globe
positive,circumstances therefore without interfering rights free citizens case intervention government ought endanger safety pleasure one individual
negative,spite arguments however captain nicholl remained alone opinion
positive,nobody listened succeed alienating single admirer president gun club
neutral,latter even take pains refute arguments rival
positive,nicholl driven last entrenchments able fight personally cause resolved fight money
neutral,published therefore richmond inquirer series wagers conceived terms increasing scale
negative,1 1 000 necessary funds experiment gun club forthcoming
neutral,
positive,2 2 000 operation casting cannon 900 feet impracticable cannot possibly succeed
neutral,
negative,3 3 000 impossible load columbiad pyroxyle take fire spontaneously pressure projectile
neutral,
negative,4 4 000 columbiad burst first fire
neutral,
neutral,5 5 000 shot travel farther six miles fall back seconds discharge
positive,important sum therefore captain risked invincible obstinacy
neutral,less 15 000 stake
positive,notwithstanding importance challenge 19th may received sealed packet containing following superbly laconic reply baltimore october 19
neutral,done
negative,according advice observatory cambridge gun must fired perpendicularly plane horizon say toward zenith
neutral,moon traverse zenith except places situated 0 28 latitude
neutral,became necessary determine exactly spot globe immense columbiad cast
positive,20th october general meeting gun club barbicane produced magnificent map united states
neutral,gentlemen said opening discussion presume agreed experiment cannot ought tried anywhere within limits soil union
positive,good fortune certain frontiers united states extend downward far 28th parallel north latitude
positive,cast eye map see disposal whole southern portion texas florida finally agreed columbiad must cast soil either texas florida
neutral,result however decision create rivalry entirely without precedent different towns two states
positive,28th parallel reaching american coast traverses peninsula florida dividing two nearly equal portions
negative,plunging gulf mexico subtends arc formed coast alabama mississippi louisiana skirting texas cuts angle continues course mexico crosses sonora old california loses pacific ocean
neutral,therefore portions texas florida situated parallel came within prescribed conditions latitude
positive,florida southern part reckons cities importance simply studded forts raised roving indians
positive,one solitary town tampa town able put claim favor situation
positive,texas contrary towns much numerous important
negative,corpus christi county nueces cities situated rio bravo laredo comalites san ignacio web rio grande city starr edinburgh hidalgo santa rita elpanda brownsville cameron formed imposing league pretensions florida
neutral,scarcely decision known texan floridan deputies arrived baltimore incredibly short space time
positive,moment president barbicane influential members gun club besieged day night formidable claims
neutral,seven cities greece contended honor given birth homer two entire states threatening come blows question cannon
negative,rival parties promenaded streets arms hands every occasion meeting collision apprehended might attended disastrous results
negative,happily prudence address president barbicane averted danger
neutral,personal demonstrations found division newspapers different states
positive,new york herald tribune supported texas times american review espoused cause floridan deputies
negative,members gun club could decide give preference
positive,texas produced array twenty six counties florida replied twelve counties better twenty six country one sixth part size
neutral,texas plumed upon 330 000 natives florida far smaller territory boasted much densely populated 56 000
positive,texans columns herald claimed regard state grew best cotton america produced best green oak service navy contained finest oil besides iron mines yield fifty per cent
positive,pure metal
positive,american review replied soil florida although equally rich afforded best conditions moulding casting columbiad consisting sand argillaceous earth
positive,may well replied texans must first get country
positive,communications florida difficult coast texas offers bay galveston possesses circumference fourteen leagues capable containing navies entire world pretty notion truly replied papers interest florida galveston bay 29th parallel got bay espiritu santo opening precisely upon 28th degree ships reach tampa town direct route fine bay half choked sand choked returned others
negative,thus war went several days florida endeavored draw adversary away fresh ground one morning times hinted enterprise essentially american ought attempted upon purely american territory
neutral,words texas retorted american
neutral,much
positive,texas florida incorporated union 1845 undoubtedly replied times belonged americans ever since 1820 yes returned tribune spaniards english two hundred years sold united states five million dollars well
neutral,need blush
negative,louisiana bought napoleon 1803 price sixteen million dollars scandalous roared texas deputies
positive,wretched little strip country like florida dare compare texas place selling asserted independence drove mexicans march 2 1846 declared federal republic victory gained samuel houston banks san jacinto troops santa anna country fine voluntarily annexed united states america yes afraid mexicans replied florida
negative,afraid moment state things became intolerable
neutral,sanguinary encounter seemed daily imminent two parties streets baltimore
neutral,became necessary keep eye upon deputies
neutral,president barbicane knew way look
positive,notes documents letters full menaces showered upon house
neutral,side ought take
neutral,regarded appropriation soil facility communication rapidity transport claims states evenly balanced
neutral,political prepossessions nothing question
negative,dead block existed little time barbicane resolved get rid
neutral,called meeting colleagues laid proposition seen profoundly sagacious
positive,carefully considering said going florida texas clear difficulties recur towns favored state
neutral,rivalry descend state city downward
negative,texas possesses eleven towns within prescribed conditions dispute honor create us new enemies florida one
negative,go therefore florida tampa town decision made known utterly crushed texan deputies
negative,seized indescribable fury addressed threatening letters different members gun club name
neutral,magistrates one course take took
negative,chartered special train forced texans whether would quitted city speed thirty miles hour
negative,quickly however despatched found time hurl one last bitter sarcasm adversaries
negative,alluding extent florida mere peninsula confined two seas pretended could never sustain shock discharge would bust first shot
neutral,well let bust replied floridans brevity days ancient sparta
positive,sum required far great individual even single state provide requisite millions
positive,president barbicane undertook despite matter purely american affair render one universal interest request financial co operation peoples
neutral,maintained right duty whole earth interfere affairs satellite
neutral,subscription opened baltimore extended properly whole world urbi et orbi
positive,subscription successful beyond expectation notwithstanding question lending giving money
positive,purely disinterested operation strictest sense term offered slightest chance profit
positive,effect however barbicane communication confined frontiers united states crossed atlantic pacific invading simultaneously asia europe africa oceanica
neutral,observatories union placed immediate communication foreign countries
positive,paris petersburg berlin stockholm hamburg malta lisbon benares madras others transmitted good wishes rest maintained prudent silence quietly awaiting result
positive,observatory greenwich seconded twenty two astronomical establishments great britain spoke plainly enough
positive,boldly denied possibility success pronounced favor theories captain nicholl
negative,nothing mere english jealousy
positive,8th october president barbicane published manifesto full enthusiasm made appeal persons good upon face earth document translated languages met immense success
neutral,subscription lists opened principal cities union central office baltimore bank 9 baltimore street
neutral,addition subscriptions received following banks different states two continents vienna de rothschild
neutral,petersburg stieglitz co paris credit mobilier
neutral,stockholm tottie arfuredson
neutral,london n rothschild son
neutral,turin ardouin co berlin mendelssohn
neutral,geneva lombard odier co constantinople ottoman bank
neutral,brussels j lambert
neutral,madrid daniel weisweller
neutral,amsterdam netherlands credit co rome torlonia co lisbon lecesne
neutral,copenhagen private bank
neutral,rio de janeiro private bank
neutral,montevideo private bank
neutral,valparaiso lima thomas la chambre co mexico martin daran co three days manifesto president barbicane 4 000 000 paid different towns union
negative,balance gun club might begin operations
positive,days later advices received effect foreign subscriptions eagerly taken
positive,certain countries distinguished liberality others untied purse strings less facility matter temperament
positive,figures however eloquent words official statement sums paid credit gun club close subscription
neutral,russia paid contingent enormous sum 368 733 roubles
positive,one need surprised bears mind scientific taste russians impetus given astronomical studies thanks numerous observatories
negative,france began deriding pretensions americans
negative,moon served pretext thousand stale puns score ballads bad taste contested palm ignorance
positive,formerly french paid singing paid laugh subscribed sum 1 253 930 francs
positive,price right enjoy little
negative,austria showed generous midst financial crisis
positive,public contributions amounted sum 216 000 florins perfect godsend
positive,fifty two thousand rix dollars remittance sweden norway amount large country would undoubtedly considerably increased subscription opened christiana simultaneously stockholm
positive,reason norwegians like send money sweden
positive,prussia remittance 250 000 thalers testified high approval enterprise
positive,turkey behaved generously personal interest matter
neutral,moon fact regulates cycle years fast ramadan
negative,could less give 1 372 640 piastres gave eagerness denoted however pressure part government
positive,belgium distinguished among second rate states grant 513 000 francs two centimes per head population
positive,holland colonies interested extent 110 000 florins demanding allowance five per cent
positive,discount paying ready money
positive,denmark little contracted territory gave nevertheless 9 000 ducats proving love scientific experiments
neutral,germanic confederation pledged 34 285 florins
neutral,impossible ask besides would given
neutral,though much crippled italy found 200 000 lire pockets people
positive,venetia would done better
positive,states church thought could send less 7 040 roman crowns portugal carried devotion science far 30 000 cruzados
neutral,widow mite eighty six piastres self constituted empires always rather short money
neutral,two hundred fifty seven francs modest contribution switzerland american work
positive,one must freely admit see practical side matter
positive,seem mere despatch shot moon could possibly establish relation affairs seem prudent embark capital hazardous enterprise
neutral,perhaps right
neutral,spain could scrape together 110 reals
negative,gave excuse railways finish
positive,truth science favorably regarded country still backward state moreover certain spaniards means least educated form correct estimate bulk projectile compared moon
negative,feared would disturb established order things
positive,case better keep aloof tune reals
negative,remained england know contemptuous antipathy received barbicane proposition
positive,english one soul whole twenty six millions inhabitants great britain contains
negative,hinted enterprise gun club contrary principle non intervention subscribe single farthing
positive,intimation gun club merely shrugged shoulders returned great work
positive,south america say peru chili brazil provinces la plata columbia poured forth quota hands sum 300 000 found possession considerable capital following statement united states subscriptions
neutral,
neutral,4 000 000 foreign subscriptions
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,1 446 675 total
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
neutral,
negative,5 446 675 sum public poured treasury gun club
positive,let one surprised vastness amount
negative,work casting boring masonry transport workmen establishment almost uninhabited country construction furnaces workshops plant powder projectile incipient expenses would according estimates absorb nearly whole
negative,certain cannon shots federal war cost one thousand dollars apiece
positive,one president barbicane unique annals gunnery might well cost five thousand times
negative,20th october contract entered manufactory coldspring near new york war furnished largest parrott cast iron guns
positive,stipulated contracting parties manufactory coldspring engage transport tampa town southern florida necessary materials casting columbiad
positive,work bound completed latest 15th october following cannon delivered good condition penalty forfeit one hundred dollars day moment moon present conditions say eighteen years eleven days
positive,engagement workmen pay necessary details work devolved upon coldspring company
positive,contract executed duplicate signed barbicane president gun club one part murchison director coldspring manufactory thus executed deed behalf respective principals
positive,never sale works like bertram travels florida roman natural history east west florida william territory florida cleland cultivation sugar cane florida became necessary issue fresh editions works
positive,barbicane something better read
positive,desired see things eyes mark exact position proposed gun
positive,without moment loss time placed disposal cambridge observatory funds necessary construction telescope entered negotiations house breadwill co albany construction aluminum projectile required size
neutral,quitted baltimore accompanied j maston major elphinstone manager coldspring factory
neutral,following day four fellow travelers arrived new orleans
negative,immediately embarked board tampico despatch boat belonging federal navy government placed disposal getting steam banks louisiana speedily disappeared sight
neutral,passage long
neutral,two days starting tampico made four hundred eighty miles came sight coast florida
negative,nearer approach barbicane found view low flat country somewhat barren aspect
positive,coasting along series creeks abounding lobsters oysters tampico entered bay espiritu santo finally anchored small natural harbor formed embouchure river hillisborough seven p 22d october
neutral,four passengers disembarked
positive,gentlemen said barbicane time lose tomorrow must obtain horses proceed reconnoiter country barbicane scarcely set foot shore three thousand inhabitants tampa town came forth meet honor due president signalized country choice
positive,declining however every kind ovation barbicane ensconced room franklin hotel
positive,morrow small horses spanish breed full vigor fire stood snorting windows instead four steeds fifty together riders
positive,barbicane descended three fellow travelers much astonished find midst cavalcade
neutral,remarked every horseman carried carbine slung across shoulders pistols holsters
positive,expressing surprise preparations speedily enlightened young floridan quietly said sir seminoles mean seminoles savages scour prairies
positive,thought best therefore escort road pooh cried j maston mounting steed
positive,right said floridan true enough nevertheless gentlemen answered barbicane thank kind attention time five barbicane party quitting tampa town made way along coast direction alifia creek
neutral,little river falls hillisborough bay twelve miles tampa town
neutral,barbicane escort coasted along right bank eastward
negative,soon waves bay disappeared behind bend rising ground floridan champagne alone offered view
neutral,florida discovered palm sunday 1512 juan ponce de leon originally named pascha florida
neutral,little deserved designation dry parched coasts
positive,miles tract nature soil gradually changes country shows worthy name
positive,cultivated plains soon appear united productions northern tropical floras terminating prairies abounding pineapples yams tobacco rice cotton plants sugar canes extend beyond reach sight flinging riches broadcast careless prodigality
positive,barbicane appeared highly pleased observing progressive elevation land answer question j maston replied worthy friend cannot better sink columbiad high grounds get nearer moon perhaps said secretary gun club
positive,exactly replied barbicane smiling see among elevated plateaus shall much easier work
positive,struggles water springs save us long expensive tubings shall working daylight instead deep narrow well
positive,business open trenches upon ground hundreds yards level sea right sir struck murchison engineer mistake shall ere long find suitable spot purpose wish first stroke pickaxe said president
positive,wish last cried j maston
neutral,ten little band crossed dozen miles
positive,fertile plains succeeded region forests
neutral,perfumes varied kinds mingled together tropical profusion
positive,almost impenetrable forests composed pomegranates orange trees citrons figs olives apricots bananas huge vines whose blossoms fruits rivaled color perfume
positive,beneath odorous shade magnificent trees fluttered warbled little world brilliantly plumaged birds
positive,j maston major could repress admiration finding presence glorious beauties wealth nature
neutral,president barbicane however less sensitive wonders haste press forward luxuriance country displeasing
positive,hastened onward therefore compelled ford several rivers without danger infested huge alligators fifteen eighteen feet long
negative,maston courageously menaced steel hook succeeded frightening pelicans teal tall flamingos stared stupidly party
negative,length denizens swamps disappeared turn smaller trees became thinly scattered among less dense thickets isolated groups detached midst endless plains ranged herds startled deer
positive,last cried barbicane rising stirrups region pines yes
positive,savages replied major
negative,fact seminoles came sight upon horizon rode violently backward forward fleet horses brandishing spears discharging guns dull report
negative,hostile demonstrations however effect upon barbicane companions
neutral,occupying center rocky plain sun scorched parching rays
negative,formed considerable elevation soil seemed offer members gun club conditions requisite construction columbiad
neutral,halt said barbicane reining
neutral,place local appellation called stones hill replied one floridans
neutral,barbicane without saying word dismounted seized instruments began note position extreme exactness
neutral,little band drawn rear watched proceedings profound silence
neutral,moment sun passed meridian
neutral,barbicane moments rapidly wrote result observations said spot situated eighteen hundred feet level sea 27 7 n lat
neutral,5 7 w long
neutral,meridian washington
neutral,appears rocky barren character offer conditions requisite experiment
positive,object enlist army workmen collect together greater part materials
negative,members gun club remained tampa town purpose setting foot preliminary works aid people country
neutral,eight days departure tampico returned bay espiritu santo whole flotilla steamboats
positive,murchison succeeded assembling together fifteen hundred artisans
positive,attracted high pay considerable bounties offered gun club enlisted choice legion stokers iron founders lime burners miners brickmakers artisans every trade without distinction color
positive,many people brought families departure resembled perfect emigration
neutral,31st october ten clock morning troop disembarked quays tampa town one may imagine activity pervaded little town whose population thus doubled single day
positive,first days busy discharging cargo brought flotilla machines rations well large number huts constructed iron plates separately pieced numbered
neutral,period barbicane laid first sleepers railway fifteen miles length intended unite stones hill tampa town
neutral,first november barbicane quitted tampa town detachment workmen following day whole town huts erected round stones hill
positive,enclosed palisades respect energy activity might mistaken one great cities union
positive,everything placed complete system discipline works commenced perfect order
positive,nature soil carefully examined means repeated borings work excavation fixed 4th november
positive,day barbicane called together foremen addressed follows well aware friends object assembled together wild part florida
neutral,business construct cannon measuring nine feet interior diameter six feet thick stone revetment nineteen half feet thickness
neutral,therefore well sixty feet diameter dig depth nine hundred feet
positive,great work must completed within eight months 2 543 400 cubic feet earth excavate 255 days say round numbers 2 000 cubic feet per day
neutral,would present difficulty thousand navvies working open country course troublesome comparatively confined space
positive,however thing must done reckon accomplishment upon courage much upon skill eight clock next morning first stroke pickaxe struck upon soil florida moment prince tools never inactive one moment hands excavators
positive,gangs relieved every three hours
neutral,4th november fifty workmen commenced digging center enclosed space summit stones hill circular hole sixty feet diameter
positive,pickaxe first struck upon kind black earth six inches thickness speedily disposed
positive,earth succeeded two feet fine sand carefully laid aside valuable serving casting inner mould
positive,sand appeared compact white clay resembling chalk great britain extended depth four feet
positive,iron picks struck upon hard bed soil kind rock formed petrified shells dry solid picks could difficulty penetrate
neutral,point excavation exhibited depth six half feet work masonry begun
positive,bottom excavation constructed wheel oak kind circle strongly bolted together immense strength
neutral,center wooden disc hollowed diameter equal exterior diameter columbiad
positive,upon wheel rested first layers masonry stones bound together hydraulic cement irresistible tenacity
positive,workmen laying stones circumference center thus enclosed within kind well twenty one feet diameter
positive,work accomplished miners resumed picks cut away rock underneath wheel taking care support advanced upon blocks great thickness
positive,every two feet hole gained depth successively withdrew blocks
negative,wheel sank little little massive ring masonry upper bed masons labored incessantly always reserving vent holes permit escape gas operation casting
positive,kind work required part workmen extreme nicety minute attention
negative,one digging underneath wheel dangerously injured splinters stone
positive,ardor never relaxed night day
neutral,day worked rays scorching sun night gleam electric light
negative,sounds picks rock bursting mines grinding machines wreaths smoke scattered air traced around stones hill circle terror herds buffaloes war parties seminoles never ventured pass
positive,nevertheless works advanced regularly steam cranes actively removed rubbish
negative,unexpected obstacles little account regard foreseen difficulties speedily disposed
positive,expiration first month well attained depth assigned lapse time namely 112 feet
neutral,depth doubled december trebled january
positive,month february workmen contend sheet water made way right across outer soil
positive,became necessary employ powerful pumps compressed air engines drain close orifice whence issued one stops leak board ship
positive,last succeeded getting upper hand untoward streams consequence loosening soil wheel partly gave way slight partial settlement ensued
negative,accident cost life several workmen
positive,fresh occurrence thenceforward arrested progress operation tenth june twenty days expiration period fixed barbicane well lined throughout facing stone attained depth 900 feet
negative,bottom masonry rested upon massive block measuring thirty feet thickness upper portion level surrounding soil
positive,president barbicane members gun club warmly congratulated engineer murchison cyclopean work accomplished extraordinary rapidity
neutral,eight months barbicane never quitted stones hill single instant
negative,keeping ever close work excavation busied incessantly welfare health workpeople singularly fortunate warding epidemics common large communities men disastrous regions globe exposed influences tropical climates
negative,many workmen true paid lives rashness inherent dangerous labors mishaps impossible avoided classed among details americans trouble little
neutral,fact regard human nature general individual particular
positive,nevertheless barbicane professed opposite principles put force every opportunity
positive,thanks care intelligence useful intervention difficulties prodigious humane sagacity average accidents exceed transatlantic countries noted excessive precautions france instance among others reckon one accident every two hundred thousand francs work
positive,stranger arriving stones hill would surprised spectacle offered view
positive,600 yards well circularly arranged around central point rose 1 200 reverberating ovens six feet diameter separated interval three feet
